form	lemma_def	pos	type	feats	src_mot
ennoia	ennuyer	VERcjg	conjugue	_	
ennoie	ennuyer	VERcjg	conjugue	_	
ennolie	enhuiler	VERcjg	conjugue	_	
ennorte	enhorter	VERcjg	conjugue	_	
ennoura	honorer	VERcjg	conjugue	_	
ennoura	émouvoir	VERcjg	conjugue	_	
ennoura	honorer	VERcjg	conjugue	VerbForm=Fin	
ennourent	honorer	VERcjg	conjugue	_	
ennourent	enoeuvrer	VERcjg	conjugue	_	
ennuia	ennuyer	VERcjg	conjugue	_	
ennuiant	ennuyer	VERppa	ppa	_	
ennuie	ennuyer	VERcjg	conjugue	_	
ennuioit	ennuyer	VERcjg	conjugue	_	
ennura	honorer	VERcjg	conjugue	VerbForm=Fin	
ennuye	ennuyer	VERcjg	conjugue	_	
ennuyee	ennuyer	VERppe	participe passe	_	
ennuyez	ennuyer	VERcjg	conjugue	_	
ennuyoient	ennuyer	VERcjg	conjugue	_	
ennuyoit	ennuyer	VERcjg	conjugue	_	
enoevre	enoeuvrer	VERcjg	conjugue	_	
enoevre	enivrer	VERcjg	conjugue	_	
enorét	honorer	VERppe	participe passe	_	
enorét	enoeuvrer	VERppe	participe passe	_	
enorgueilli	enorgueillir	VERcjg	conjugue	_	
enorgueillist	enorgueillir	VERcjg	conjugue	_	
enorguillirent	enorgueillir	VERcjg	conjugue	_	
enorguillissent	enorgueillir	VERcjg	conjugue	VerbForm=Fin	
enortee	enhorter	VERppe	participe passe	_	
enortet	enhorter	VERcjg	conjugue	_	
enossee	enosser	VERppe	participe passe	_	
enoynte	enoindre	VERcjg	conjugue	_	
en-paradis	parardoir	VERppe	participe passe	_	
enpeinst	empeindre	VERcjg	conjugue	VerbForm=Fin	
enpeint	empeindre	VERcjg	conjugue	VerbForm=Fin	
enpeira	empirer	VERcjg	conjugue	_	
enpeira	emparer	VERcjg	conjugue	_	
enpeirer	empirer	VERinf	infinitif	_	
enpenet	empenner	VERppe	participe passe	_	
enpennez	empenner	VERppe	participe passe	_	
enpensé	empenser	VERppe	participe passe	_	
enpiree	empirer	VERppe	participe passe	_	
enplir	emplir	VERinf	infinitif	_	
enploie	employer	VERcjg	conjugue	VerbForm=Fin	
enploiees	employer	VERppe	participe passe	_	
enploye	employer	VERcjg	conjugue	_	
enpoirier	empirer	VERinf	infinitif	_	
enport	emporter	VERcjg	conjugue	_	
enporta	emporter	VERcjg	conjugue	VerbForm=Fin	
enportad	emporter	VERcjg	conjugue	_	
enporte	emporter	VERcjg	conjugue	_	
enportent	emporter	VERcjg	conjugue	_	
enporterent	emporter	VERcjg	conjugue	VerbForm=Fin	
enporteroie	emporter	VERcjg	conjugue	_	
enporteroient	emporter	VERcjg	conjugue	_	
enporteront	emporter	VERcjg	conjugue	_	
enportoient	emporter	VERcjg	conjugue	_	
enportoit	emporter	VERcjg	conjugue	_	
enposad	imposer	VERcjg	conjugue	_	
enposat	imposer	VERcjg	conjugue	_	
enposerent	imposer	VERcjg	conjugue	_	
enposét	imposer	VERppe	participe passe	_	
enpoury	empeurir	VERppe	participe passe	_	
enpoury	pourrir	VERppe	participe passe	_	
enpourys	empeurir	VERppe	participe passe	_	
enpraignes	emprendre	VERcjg	conjugue	_	
enpreist	emprendre	VERcjg	conjugue	_	
enpreïstes	emprendre	VERcjg	conjugue	_	
enprendroie	emprendre	VERcjg	conjugue	_	
enprent	emprendre	VERcjg	conjugue	_	
enpressast	empresser	VERcjg	conjugue	_	
enprisoner	emprisonner	VERinf	infinitif	_	
enprisonez	emprisonner	VERppe	participe passe	_	
enprist	emprendre	VERcjg	conjugue	_	
enprisunerent	emprisonner	VERcjg	conjugue	_	
enprunta	emprunter	VERcjg	conjugue	_	
enprunte	emprunter	VERcjg	conjugue	_	
enprunterent	emprunter	VERcjg	conjugue	_	
enqueisse	enquérir	VERcjg	conjugue	_	
enqueïsse	enquérir	VERcjg	conjugue	_	
enqueissent	enquérir	VERcjg	conjugue	_	
enqueïssent	enquérir	VERcjg	conjugue	_	
enquer	enquérir	VERinf	infinitif	_	
enquer	enquérir	VERcjg	conjugue	_	
enquer	encourir	VERinf	infinitif	_	
enquer	encourir	VERcjg	conjugue	_	
enqueré	enquérir	VERcjg	conjugue	_	
enquerent	enquérir	VERcjg	conjugue	_	
enquerist	enquérir	VERcjg	conjugue	_	
enquerreit	enquérir	VERcjg	conjugue	_	
enquirent	enquérir	VERcjg	conjugue	_	
enquisent	enquérir	VERcjg	conjugue	_	
enquistrent	enquérir	VERcjg	conjugue	_	
enracha	enrasquier	VERcjg	conjugue	_	
enracinee	enraciner	VERppe	participe passe	_	
enracínes	enraciner	VERcjg	conjugue	_	
enraga	enrager	VERcjg	conjugue	_	
enragees	enrager	VERppe	participe passe	_	
enragiee	enrager	VERppe	participe passe	VerbForm=Part|Tense=Past	
enragiés	enrager	VERppe	participe passe	_	
enragoit	enrager	VERcjg	conjugue	_	
enraige	enrager	VERcjg	conjugue	_	
enregisterroit	enregistrer	VERcjg	conjugue	_	
enregistray	enregistrer	VERcjg	conjugue	_	
enregistrée	enregistrer	VERppe	participe passe	_	
enreignez	enrainer	VERppe	participe passe	_	
enrememorunt	remémorer	VERcjg	conjugue	_	
enremirent	enremirer	VERcjg	conjugue	_	
enresona	résonner	VERcjg	conjugue	_	
enrichie	enrichir	VERppe	participe passe	_	
enrichy	enrichir	VERppe	participe passe	_	
enriki	enrichir	VERppe	participe passe	_	
enriki	enrichir	VERcjg	conjugue	_	
enriki	enrichir	VERppe	participe passe	VerbForm=Fin	
enriki	enrichir	VERcjg	conjugue	VerbForm=Fin	
enrikirent	enrichir	VERcjg	conjugue	_	
enrikirent	enrichir	VERcjg	conjugue	VerbForm=Fin	
enroillié	enrouiller	VERppe	participe passe	_	
enroilliez	enrouiller	VERppe	participe passe	_	
enroullist	enrouillir	VERcjg	conjugue	_	
enrouy	enrouiller	VERppe	participe passe	_	
enrrichir	enrichir	VERinf	infinitif	_	
ensaingna	enseigner	VERcjg	conjugue	_	
ensanglentees	ensanglanter	VERppe	participe passe	_	
enseggerent	ensécher	VERcjg	conjugue	_	
ensegniee	enseigner	VERcjg	conjugue	_	
ensegnier	enseigner	VERinf	infinitif	_	
enseígnad	enseigner	VERcjg	conjugue	_	
enseígnast	enseigner	VERcjg	conjugue	_	
enseignat	enseigner	VERppe	participe passe	_	
enseignat	enseigner	VERcjg	conjugue	_	
enseignee	enseigner	VERppe	participe passe	_	
enseigneray	enseigner	VERcjg	conjugue	_	
enseigniés	enseigner	VERppe	participe passe	VerbForm=Part|Tense=Past	
ensein	enseigner	VERcjg	conjugue	_	
enseingna	enseigner	VERcjg	conjugue	VerbForm=Fin	
enseingnent	enseigner	VERcjg	conjugue	_	
enseingneroie	enseigner	VERcjg	conjugue	_	
enseingniee	enseigner	VERcjg	conjugue	_	
enseingniéz	enseigner	VERppe	participe passe	_	
enseinte	enceindre	VERppe	participe passe	_	
enselereyt	enseller	VERcjg	conjugue	_	
ensenges	enseigner	VERcjg	conjugue	_	
ensenges	enseigne	VERcjg	conjugue		
ensenges	enseigner	VERcjg	conjugue	VerbForm=Fin	
ensenges	enceindre	VERcjg	conjugue	_	
ensengienet	enseigner	VERppe	participe passe	_	
ensengier	enseigner	VERinf	infinitif	_	
ensengier	enseigner	VERinf	infinitif	VerbForm=Inf	
ensengiet	enseigner	VERppe	participe passe	_	
ensengiet	enseigner	VERppe	participe passe	VerbForm=Part|Tense=Past	
ensengiez	enseigner	VERcjg	conjugue	_	
ensenglaunteez	ensanglanter	VERppe	participe passe	_	
ensenglentees	ensanglanter	VERppe	participe passe	_	
ensengna	enseigner	VERcjg	conjugue	_	
ensengnaist	enseigner	VERcjg	conjugue	_	
enseniat	enseigner	VERcjg	conjugue	_	
enseniat	enseigner	VERcjg	conjugue	VerbForm=Fin	
ensenna	enseigner	VERcjg	conjugue	_	
ensepvelir	ensevelir	VERinf	infinitif	_	
enseueliz	ensevelir	VERppe	participe passe	VerbForm=Part|Tense=Past	
ensevelid	ensevelir	VERppe	participe passe	_	
ensevelirent	ensevelir	VERcjg	conjugue	_	
ensevelírent	ensevelir	VERcjg	conjugue	_	
ensevelis	ensevelir	VERppe	participe passe	_	
ensevelís	ensevelir	VERcjg	conjugue	_	
ensevelissez	ensevelir	VERppe	participe passe	_	
ensevelist	ensevelir	VERcjg	conjugue	_	
ensevelíst	ensevelir	VERcjg	conjugue	_	
ensevelit	ensevelir	VERppe	participe passe	_	
ensevelíz	ensevelir	VERppe	participe passe	_	
ensevely	ensevelir	VERppe	participe passe	_	
enseynta	enceindre	VERcjg	conjugue	_	
enseynta	enceinter	VERcjg	conjugue	_	
enseynta	enseigner	VERcjg	conjugue	_	
enseyntee	enceindre	VERppe	participe passe	_	
enseyntee	enceinter	VERppe	participe passe	_	
ensieuisse	ensuivre	VERcjg	conjugue	_	
ensieus	ensuivre	VERcjg	conjugue	_	
ensievans	ensuivre	VERppa	ppa	_	
ensievant	ensuivre	VERppa	ppa	_	
ensievent	ensuivre	VERcjg	conjugue	_	
ensievi	ensuivre	VERppe	participe passe	_	
ensievra	ensuivre	VERcjg	conjugue	_	
ensivant	ensuivre	VERppa	ppa	_	
ensivez	ensuivre	VERppe	participe passe	_	
ensivit	ensuivre	VERcjg	conjugue	VerbForm=Fin	
ensivoit	ensuivre	VERcjg	conjugue	VerbForm=Fin	
ensivoit	ensuivre	VERcjg	conjugue	_	
ensiwi	ensuivre	VERcjg	conjugue	_	
ensprendent	emprendre	VERcjg	conjugue	_	
enssuit	ensuivre	VERppe	participe passe	_	
ensuante	ensuivre	VERppa	ppa	_	
ensuffri	souffrir	VERcjg	conjugue	_	
ensuians	ensuivre	VERppa	ppa	_	
ensuiant	ensuivre	VERppa	ppa	_	
ensuient	ensuivre	VERcjg	conjugue	_	
ensuir	ensuivre	VERinf	infinitif	_	
ensuïr	ensuivre	VERinf	infinitif	_	
ensuivans	ensuivre	VERppa	ppa	_	
ensuivent	ensuivre	VERcjg	conjugue	VerbForm=Fin	
ensuivie	ensuivre	VERppe	participe passe	_	
ensuivirent	ensuivre	VERcjg	conjugue	_	
ensuivra	ensuivre	VERcjg	conjugue	_	
ensuy	ensuivre	VERinf	infinitif	_	
ensuye	ensuivre	VERcjg	conjugue	_	
ensuyr	ensuivre	VERinf	infinitif	_	
ensuyt	ensuivre	VERcjg	conjugue	VerbForm=Fin	
ensuyvant	ensuivre	VERppa	ppa	VerbForm=Part|Tense=Pres	
ensuyvent	ensuivre	VERcjg	conjugue	VerbForm=Fin	
ensuyvit	ensuivre	VERcjg	conjugue	_	
entaílle	entailler	VERcjg	conjugue	_	
entaillée	entailler	VERppe	participe passe	_	
entaillees	entailler	VERppe	participe passe	_	
entaillet	entailler	VERcjg	conjugue	_	
entaílliez	entailler	VERcjg	conjugue	_	
entailliéz	entailler	VERppe	participe passe	_	
entalantez	atalenter	VERppe	participe passe	_	
entalantez	entailler	VERppe	participe passe	_	
entameez	entamer	VERcjg	conjugue	_	
entande	entendre	VERppe	participe passe	_	
entande	entendre	VERcjg	conjugue	_	
entandent	entendre	VERcjg	conjugue	VerbForm=Fin	
entandoit	entendre	VERcjg	conjugue	VerbForm=Fin	
entecché	entacher	VERppe	participe passe	_	
entecchez	entacher	VERcjg	conjugue	_	
entecchez	entêter	VERcjg	conjugue	_	
entechié	entacher	VERppe	participe passe	_	
enteciés	entacher	VERppe	participe passe	VerbForm=Part|Tense=Past	
entée	enter	VERppe	participe passe	_	
enteise	enter	VERcjg	conjugue	_	
enteise	entoiser	VERcjg	conjugue	_	
enteitent	entêter	VERcjg	conjugue	_	
entenc	entendre	VERcjg	conjugue	_	
entend	entendre	VERcjg	conjugue	_	
entendauntz	entendre	VERppe	participe passe	_	
entendéit	entendre	VERcjg	conjugue	_	
entenderunt	entendre	VERcjg	conjugue	_	
entendés	entendre	VERcjg	conjugue	_	
entendid	entendre	VERcjg	conjugue	_	
entendismes	entendre	VERcjg	conjugue	_	
entendit	entendre	VERcjg	conjugue	VerbForm=Fin	
entendoyent	entendre	VERcjg	conjugue	_	
entendrat	entendre	VERcjg	conjugue	_	
entendré	entendre	VERppe	participe passe	_	
entendum	entendre	VERcjg	conjugue	_	
entendums	entendre	VERcjg	conjugue	_	
entenduns	entendre	VERcjg	conjugue	_	
entendy	entendre	VERcjg	conjugue	_	
entendyrent	entendre	VERcjg	conjugue	_	
entendz	entendre	VERcjg	conjugue	_	
enteprinrent	prendre	VERcjg	conjugue	_	
enterat	enter	VERcjg	conjugue	_	
enterat	enterrer	VERcjg	conjugue	_	
enterat	entrer	VERcjg	conjugue	_	
enterat	hanter	VERcjg	conjugue	_	
enterçad	entercier	VERppe	participe passe	_	
enterés	enter	VERcjg	conjugue	_	
enterés	enterrer	VERcjg	conjugue	_	
enterés	entrer	VERcjg	conjugue	_	
enterinee	entériner	VERppe	participe passe	_	
enterinees	entériner	VERcjg	conjugue	_	
enterinées	entériner	VERcjg	conjugue	_	
enteroblie	entroublier	VERcjg	conjugue	_	
enterree	enterrer	VERppe	participe passe	VerbForm=Part|Tense=Past	
enterrée	enterrer	VERppe	participe passe	VerbForm=Part|Tense=Past	
enterreiz	enterrer	VERcjg	conjugue	_	
enterreiz	entrer	VERcjg	conjugue	_	
enterreiz	enter	VERcjg	conjugue	_	
enterrés	enterrer	VERcjg	conjugue	_	
enterrés	entrer	VERcjg	conjugue	_	
enterréz	enterrer	VERppe	participe passe	_	
enterriés	enterrer	VERcjg	conjugue	VerbForm=Fin	
enterrunt	enterrer	VERcjg	conjugue	_	
enterrunt	entrer	VERcjg	conjugue	_	
enterunt	enter	VERcjg	conjugue	_	
entiça	enticer	VERcjg	conjugue	_	
entiça	entacher	VERcjg	conjugue	_	
entichad	choir	VERcjg	conjugue	_	
entichad	entacher	VERcjg	conjugue	_	
entichad	enticer	VERcjg	conjugue	_	
entichiés	entacher	VERcjg	conjugue	_	
entortillee	entortiller	VERppe	participe passe	_	
entortiller	entortiller	VERinf	infinitif	_	
entortillez	entortiller	VERppe	participe passe	_	
entouella	entouiller	VERcjg	conjugue	_	
entourteillié	entortiller	VERppe	participe passe	_	
entrad	entrer	VERcjg	conjugue	_	
entraiment	entraimer	VERcjg	conjugue	_	
entrainment	entraimer	VERcjg	conjugue	_	
entrainnerent	entraîner	VERcjg	conjugue	VerbForm=Fin	
entrainnerent	entraimer	VERcjg	conjugue	_	
entraissent	entrer	VERcjg	conjugue	_	
entrans	entrer	VERppa	ppa	_	
entrantez	entrer	VERppe	participe passe	_	
entrasmes	entrer	VERcjg	conjugue	_	
entratendirent	entratteindre	VERcjg	conjugue	_	
entraunt	entrer	VERcjg	conjugue	_	
entraunt	enter	VERcjg	conjugue	_	
entréé	entrer	VERppe	participe passe	_	
entrées	entrer	VERppe	participe passe	_	
entreir	entrer	VERinf	infinitif	_	
entreirent	entrer	VERcjg	conjugue	_	
entreirent	entrouïr	VERcjg	conjugue	_	
entreis	entrer	VERcjg	conjugue	_	
entreit	entrer	VERcjg	conjugue	_	
entreiz	entrer	VERppe	participe passe	_	
entreiz	entrer	VERppe	participe passe	VerbForm=Part|Tense=Past	
entreray	entrer	VERcjg	conjugue	_	
entrérent	entrer	VERcjg	conjugue	_	
entrèrent	entrer	VERcjg	conjugue	_	
entreréz	entrer	VERcjg	conjugue	_	
entret	entrer	VERcjg	conjugue	VerbForm=Fin	
entréz	entrer	VERppe	participe passe	VerbForm=Part|Tense=Past	
entriés	entrer	VERcjg	conjugue	_	
entroï	entrouïr	VERcjg	conjugue	_	
entronz	entrer	VERcjg	conjugue	_	
entrot	entrer	VERcjg	conjugue	_	
entróut	entrer	VERppe	participe passe	_	
entróut	entrouïr	VERppe	participe passe	_	
entrouy	entrouïr	VERcjg	conjugue	_	
entroyent	entrer	VERcjg	conjugue	VerbForm=Fin	
enuair	envahir	VERinf	infinitif	_	
enuaissoit	envahir	VERcjg	conjugue	_	
enuait	envahir	VERcjg	conjugue	_	
enuait	ennuyer	VERcjg	conjugue	_	
enuait	envoyer	VERcjg	conjugue	_	
enuiat	ennuyer	VERcjg	conjugue	_	
enuiat	envier	VERcjg	conjugue	_	
enuieie	ennuyer	VERppe	participe passe	_	
enuieie	envier	VERppe	participe passe	_	
enuieiz	ennuyer	VERppe	participe passe	_	
enuieiz	envier	VERppe	participe passe	_	
enuieiz	envoyer	VERppe	participe passe	_	
enuignsisse	oindre	VERcjg	conjugue	_	
enuing	envenir	VERcjg	conjugue	_	
enuing	enoindre	VERcjg	conjugue	_	
enuing	venir	VERcjg	conjugue	_	
enuing	ennuyer	VERcjg	conjugue	_	
enuinst	enoindre	VERcjg	conjugue	_	
enuinst	envenir	VERcjg	conjugue	_	
enuiot	ennuyer	VERcjg	conjugue	VerbForm=Fin	
enumbra	enombrer	VERcjg	conjugue	_	
enumbrat	enombrer	VERcjg	conjugue	_	
enuoiai	envoyer	VERcjg	conjugue	_	
enuoianz	envoyer	VERppa	ppa	_	
enuoianz	envahir	VERppa	ppa	_	
enuoiat	envoyer	VERppe	participe passe	_	
enuoiat	envoyer	VERcjg	conjugue	_	
enuoie	envoyer	VERcjg	conjugue	_	
enuoier	envoyer	VERinf	infinitif	VerbForm=Inf	
enuoiet	envoyer	VERcjg	conjugue	_	
enuoiet	envoyer	VERppe	participe passe	_	
enuoiet	ennuyer	VERcjg	conjugue	_	
enuoiet	ennuyer	VERppe	participe passe	_	
enuoiez	envoyer	VERppe	participe passe	_	
enuoiez	envahir	VERppe	participe passe	_	
enura	honorer	VERcjg	conjugue	_	
enura	honorer	VERcjg	conjugue	VerbForm=Fin	
enurouent	honorer	VERcjg	conjugue	_	
enuye	ennuyer	VERcjg	conjugue	_	
envaïrad	envoyer	VERppe	participe passe	_	
envaïrad	envahir	VERppe	participe passe	_	
envaïrent	envahir	VERcjg	conjugue	VerbForm=Fin	
envaïsseit	envahir	VERcjg	conjugue	VerbForm=Fin	
envaissellé	envaisseler	VERppe	participe passe	_	
envaissellée	envaisseler	VERppe	participe passe	_	
envaissellées	envaisseler	VERcjg	conjugue	_	
envaissellez	envaisseler	VERcjg	conjugue	_	
envaïssent	envahir	VERcjg	conjugue	VerbForm=Fin	
envala	engaler	VERcjg	conjugue	_	
envanist	évanouir	VERcjg	conjugue	_	
envay	envahir	VERcjg	conjugue	_	
envayrent	envoyer	VERcjg	conjugue	_	
envays	envahir	VERppe	participe passe	_	
envea	envoyer	VERcjg	conjugue	VerbForm=Fin	
enveast	envoyer	VERcjg	conjugue	_	
envëat	envoyer	VERcjg	conjugue	_	
envëat	embattre	VERcjg	conjugue	_	
envéér	envoyer	VERinf	infinitif	_	
envéér	envoiser	VERinf	infinitif	_	
enveereit	envoyer	VERcjg	conjugue	_	
enveereit	envier	VERcjg	conjugue	_	
enveerent	envoyer	VERcjg	conjugue	_	
enveerent	envier	VERcjg	conjugue	_	
envééz	envoyer	VERppe	participe passe	_	
envééz	envoiser	VERppe	participe passe	_	
enveiad	envoyer	VERcjg	conjugue	_	
énvéiad	envoyer	VERcjg	conjugue	_	
enveíad	envoyer	VERppe	participe passe	_	
enveiást	envoyer	VERcjg	conjugue	_	
enveiat	envoyer	VERcjg	conjugue	VerbForm=Fin	
enveied	envoyer	VERcjg	conjugue	_	
enveied	envier	VERcjg	conjugue	_	
envéieras	envoyer	VERcjg	conjugue	_	
envéieras	envier	VERcjg	conjugue	_	
enveiereiz	envoyer	VERcjg	conjugue	VerbForm=Fin	
envéierez	envoyer	VERcjg	conjugue	_	
envéierez	envier	VERcjg	conjugue	_	
enveieruns	envoyer	VERcjg	conjugue	VerbForm=Fin	
enveilly	envieillir	VERppe	participe passe	_	
enveiserent	envoiser	VERcjg	conjugue	_	
enveiset	envoiser	VERcjg	conjugue	VerbForm=Fin	
enveiuns	envoyer	VERcjg	conjugue	VerbForm=Fin	
enveloppa	envelopper	VERppe	participe passe	_	
enveloppé	envelopper	VERppe	participe passe	_	
enveloppez	envelopper	VERppe	participe passe	_	
envenimee	envenimer	VERppe	participe passe	_	
envenymee	envenimer	VERppe	participe passe	_	
enviád	envier	VERppe	participe passe	_	
enviéd	envier	VERppe	participe passe	_	
enviéd	envahir	VERppe	participe passe	_	
envieillie	envieillir	VERcjg	conjugue	_	
envieillist	envieillir	VERcjg	conjugue	_	
enviellis	envieillir	VERppe	participe passe	_	
enviellist	envieillir	VERcjg	conjugue	_	
envíerent	envier	VERcjg	conjugue	_	
enviet	envier	VERcjg	conjugue	_	
enviez	envier	VERcjg	conjugue	_	
envillenie	envilanir	VERppe	participe passe	_	
envilleny	envilanir	VERppe	participe passe	_	
environee	environner	VERppe	participe passe	_	
environnée	environner	VERppe	participe passe	_	
envoiassez	envoyer	VERcjg	conjugue	_	
envoiastez	envoyer	VERcjg	conjugue	_	
envoiees	envoyer	VERppe	participe passe	_	
envoiées	envoyer	VERppe	participe passe	VerbForm=Part|Tense=Past	
envoieray	envoyer	VERcjg	conjugue	_	
envoièrent	envoyer	VERcjg	conjugue	_	
envoieroi	envoyer	VERcjg	conjugue	_	
envoïes	envoyer	VERcjg	conjugue	_	
envoiet	envoyer	VERppe	participe passe	_	
envoietz	envoyer	VERcjg	conjugue	_	
envoiéz	envoyer	VERppe	participe passe	_	
envoisees	envoiser	VERppe	participe passe	_	
envoissiez	envoiser	VERcjg	conjugue	_	
envoïssiéz	envoyer	VERcjg	conjugue	_	
envoiz	envoyer	VERcjg	conjugue	VerbForm=Fin	
envolepés	envelopper	VERppe	participe passe	_	
envollopperent	envelopper	VERcjg	conjugue	_	
envolopet	envelopper	VERcjg	conjugue	VerbForm=Fin	
envolupat	envelopper	VERcjg	conjugue	_	
envolupee	envelopper	VERppe	participe passe	_	
envolupere	envelopper	VERcjg	conjugue	_	
envolupés	envelopper	VERppe	participe passe	_	
envoulsté	envoûter	VERppe	participe passe	_	
envoyat	envoyer	VERcjg	conjugue	_	
envoyee	envoyer	VERppe	participe passe	_	
envoyée	envoyer	VERppe	participe passe	_	
envoyees	envoyer	VERppe	participe passe	_	
envoyées	envoyer	VERppe	participe passe	_	
envoyeray	envoyer	VERcjg	conjugue	_	
envoyèrent	envoyer	VERcjg	conjugue	_	
envoyeroye	envoyer	VERcjg	conjugue	_	
envoyés	envoyer	VERppe	participe passe	_	
envoyet	envoyer	VERppe	participe passe	_	
envoyray	envoyer	VERcjg	conjugue	_	
envoyroit	envoyer	VERcjg	conjugue	_	
envoyrons	envoyer	VERcjg	conjugue	_	
envyé	envier	VERppe	participe passe	_	
envyrona	environner	VERcjg	conjugue	_	
envyronee	environner	VERppe	participe passe	_	
enyvréz	enivrer	VERcjg	conjugue	_	
eorum	errer	VERcjg	conjugue	_	
epargnier	épargner	VERinf	infinitif	_	
eren	errer	VERcjg	conjugue	_	
eren	être	VERcjg	conjugue	_	
érent	errer	VERcjg	conjugue	_	
érent	être	VERcjg	conjugue	_	
érent	arer	VERcjg	conjugue	_	
erés	errer	VERppe	participe passe	_	
eret	être	VERcjg	conjugue	VerbForm=Fin	
eroise	errer	VERcjg	conjugue	_	
eroise	iraistre	VERcjg	conjugue	_	
eroise	arroser	VERcjg	conjugue	_	
errasmes	errer	VERcjg	conjugue	_	
errat	errer	VERcjg	conjugue	_	
errereiz	errer	VERcjg	conjugue	_	
errét	errer	VERppe	participe passe	_	
errét	être	VERppe	participe passe	_	
errét	arroyer	VERppe	participe passe	_	
errét	arrêter	VERppe	participe passe	_	
errot	errer	VERcjg	conjugue	_	
és	avoir	VERcjg	conjugue	_	
esalcead	exaucer	VERcjg	conjugue	_	
esalcead	exhausser	VERcjg	conjugue	_	
esbahye	ébahir	VERppe	participe passe	_	
esbahyroit	ébahir	VERcjg	conjugue	_	
esbaï	ébahir	VERppe	participe passe	_	
esbaïras	ébahir	VERcjg	conjugue	_	
esbaïras	ébahir	VERcjg	conjugue	VerbForm=Fin	
esbaïssant	ébahir	VERppa	ppa	_	
esbaïssent	ébahir	VERcjg	conjugue	VerbForm=Fin	
esbaïssoit	ébahir	VERcjg	conjugue	VerbForm=Fin	
esbaïst	ébahir	VERcjg	conjugue	VerbForm=Fin	
esbatara	ébattre	VERcjg	conjugue	_	
esbateront	ébattre	VERcjg	conjugue	_	
esbattre	ébattre	VERinf	infinitif	_	
esbatue	ébattre	VERppe	participe passe	_	
esbaubie	abaubir	VERppe	participe passe	_	
esbaubit	abaubir	VERppe	participe passe	_	
esbaudirent	ébaudir	VERcjg	conjugue	_	
esbaudist	ébaudir	VERcjg	conjugue	_	
esbaudy	ébaudir	VERppe	participe passe	_	
esbloe	éblouer	VERcjg	conjugue	_	
esbloé	éblouer	VERppe	participe passe	_	
esbloïra	éblouir	VERcjg	conjugue	_	
esbloïssons	éblouir	VERcjg	conjugue	_	
esbloïst	éblouir	VERcjg	conjugue	_	
esboelent	ébouler	VERcjg	conjugue	VerbForm=Fin	
esboÿ	ébahir	VERppe	participe passe	_	
esbranlee	ébranler	VERppe	participe passe	_	
esbrasad	esbraser	VERcjg	conjugue	_	
esbuillisset	esbouillir	VERcjg	conjugue	VerbForm=Fin	
esbuillisset	bouillir	VERcjg	conjugue	_	
escaï	savoir	VERcjg	conjugue	_	
escaï	échoir	VERcjg	conjugue	_	
escaï	ester	VERcjg	conjugue	_	
escalourgiant	escolourger	VERppa	ppa	_	
escandalisée	scandaliser	VERcjg	conjugue	_	
escandaliziez	scandaliser	VERppe	participe passe	_	
escantelet	eschanteler	VERcjg	conjugue	VerbForm=Fin	
escapés	échapper	VERppe	participe passe	_	
escapet	échapper	VERcjg	conjugue	VerbForm=Fin	
escarbunet	encharboner	VERcjg	conjugue	VerbForm=Fin	
escarmouchant	escarmoucher	VERppa	ppa	_	
escarmoucher	escarmoucher	VERinf	infinitif	_	
escarmouchèrent	escarmoucher	VERcjg	conjugue	_	
escarmucher	escarmoucher	VERinf	infinitif	_	
escarnie	escharnir	VERcjg	conjugue	VerbForm=Fin	
escarnissent	escharnir	VERcjg	conjugue	VerbForm=Fin	
escarnit	escharnir	VERcjg	conjugue	VerbForm=Fin	
escaÿ	échoir	VERcjg	conjugue	_	
escaÿ	savoir	VERcjg	conjugue	_	
escervelad	écerveler	VERcjg	conjugue	_	
eschaï	échoir	VERcjg	conjugue	_	
eschaï	choir	VERcjg	conjugue	_	
eschalfeie	échauffer	VERcjg	conjugue	_	
eschalfeiz	échauffer	VERppe	participe passe	_	
eschapee	échapper	VERppe	participe passe	VerbForm=Part|Tense=Past	
eschapereit	échapper	VERcjg	conjugue	VerbForm=Fin	
eschaperés	échapper	VERppe	participe passe	_	
eschaperéz	échapper	VERcjg	conjugue	_	
eschapot	échapper	VERcjg	conjugue	_	
eschappa	échapper	VERcjg	conjugue	_	
eschappast	échapper	VERcjg	conjugue	_	
eschappe	échapper	VERcjg	conjugue	_	
eschappé	échapper	VERppe	participe passe	_	
eschappent	échapper	VERcjg	conjugue	_	
eschappera	échapper	VERcjg	conjugue	_	
eschappèrent	échapper	VERcjg	conjugue	_	
eschappez	échapper	VERppe	participe passe	VerbForm=Part|Tense=Past	
escharnierent	escharnir	VERcjg	conjugue	_	
escharnirent	escharnir	VERcjg	conjugue	VerbForm=Fin	
escharnissoit	escharnir	VERcjg	conjugue	_	
escharnyerent	escharnir	VERcjg	conjugue	_	
eschaufe	échauffer	VERcjg	conjugue	VerbForm=Fin	
eschauffe	échauffer	VERcjg	conjugue	_	
eschauffée	échauffer	VERppe	participe passe	_	
eschauffez	échauffer	VERcjg	conjugue	_	
escherniz	escharnir	VERppe	participe passe	VerbForm=Part|Tense=Past	
escheue	échoir	VERcjg	conjugue	_	
escheue	échoir	VERppe	participe passe	_	
escheuz	échoir	VERcjg	conjugue	_	
eschiverunt	esquiver	VERcjg	conjugue	VerbForm=Fin	
eschiweir	esquiver	VERinf	infinitif	_	
