	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
9329	tronssons	tronssons_tronçon_noun	tronçon	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	tronssons_tronçon	tronssons_noun
9330	expédient	expédient_expédient_noun	expédient	NOMcom	_	no_source	commyn1_manual_seg_lemm	expédient_expédient	expédient_noun
9331	aseïsse	aseïsse_asseoir_verb	asseoir	VERcjg	VerbForm=Fin	DECT	PercevalKu	aseïsse_asseoir	aseïsse_verb
9332	delayans	delayans_délayer_verb	délayer	VERppa	VerbForm=Part|Tense=Pres	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	delayans_délayer	delayans_verb
9333	Normanz	normanz_normand_propn	Normand	NOMpro	_	DMF	SGenPr1	normanz_normand	normanz_propn
9334	Normanz	normanz_normant_propn	Normant	NOMpro	_	DECT	ErecKu	normanz_normant	normanz_propn
9335	colgiez	colgiez_colliger_verb	colliger	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	colgiez_colliger	colgiez_verb
9336	evidamment	evidamment_évidemment_adv	évidemment	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	evidamment_évidemment	evidamment_adv
9337	enfouyssent	enfouyssent_enfuir_verb	enfuir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	enfouyssent_enfuir	enfouyssent_verb
9338	esdrecha	esdrecha_esdresser_verb	esdresser	VERcjg	VerbForm=Fin	DMF	SBath1	esdrecha_esdresser	esdrecha_verb
9339	xxii	xxii_vingt-deux_pron	vingt-deux	PROcar	NumType=Card	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	xxii_vingt-deux	xxii_pron
9340	anbarrez	anbarrez_embarrer_verb	embarrer	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	anbarrez_embarrer	anbarrez_verb
9341	fedeilment	fedeilment_fidèlement_adv	fidèlement	ADVgen	_	DMF	cambps	fedeilment_fidèlement	fedeilment_adv
9342	aguaita	aguaita_aguetter_verb	aguetter	VERcjg	VerbForm=Fin	DMF	brut2	aguaita_aguetter	aguaita_verb
9343	xxxvi	xxxvi_trente-six_pron	trente-six	PROcar	NumType=Card	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	xxxvi_trente-six	xxxvi_pron
9344	randoient	randoient_rendre_verb	rendre	VERcjg	VerbForm=Fin	DECT	ErecKu	randoient_rendre	randoient_verb
9345	ueoir	ueoir_voir_verb	voir	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ueoir_voir	ueoir_verb
9346	sauroie	sauroie_savoir_verb	savoir	VERcjg	VerbForm=Fin	DMF	SGenPr1	sauroie_savoir	sauroie_verb
9347	coneüst	coneüst_conoistre_verb	conoistre	VERcjg	VerbForm=Fin	DECT	CharretteKu, ErecKu, PercevalKu	coneüst_conoistre	coneüst_verb
9348	accorderent	accorderent_accorder_verb	accorder	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	accorderent_accorder	accorderent_verb
9349	tenriez	tenriez_tenir_verb	tenir	VERcjg	VerbForm=Fin	DMF	moree-cat	tenriez_tenir	tenriez_verb
9350	maudïent	maudïent_maudire_verb	maudire	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	maudïent_maudire	maudïent_verb
9351	lignie	lignie_lignée_noun	lignée	NOMcom	_	DMF	SBath1	lignie_lignée	lignie_noun
9352	saials	saials_sceau_noun	sceau	NOMcom	_	DMF	chartes_hain13	saials_sceau	saials_noun
9353	verguine	verguine_vergogne_noun	vergogne	NOMcom	_	DMF	brut2	verguine_vergogne	verguine_noun
9354	perirent	perirent_périr_verb	périr	VERcjg	VerbForm=Fin	DMF	SGenPr1	perirent_périr	perirent_verb
9355	paenur	paenur_païenor_adj	païenor	ADJqua	_	DMF	brut2	paenur_païenor	paenur_adj
9356	sejournerent	sejournerent_séjourner_verb	séjourner	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	sejournerent_séjourner	sejournerent_verb
9357	adieu	adieu_adieu_noun	adieu	NOMcom	_	no_source	commyn1_manual_seg_lemm	adieu_adieu	adieu_noun
9358	mediateurs	mediateurs_médiateur_noun	médiateur	NOMcom	_	no_source	commyn1_manual_seg_lemm	mediateurs_médiateur	mediateurs_noun
9359	chaçoent	chaçoent_chasser_verb	chasser	VERcjg	VerbForm=Fin	DMF	brut2	chaçoent_chasser	chaçoent_verb
9360	ancoragié	ancoragié_encoragier_verb	encoragier	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu, PercevalKu	ancoragié_encoragier	ancoragié_verb
9361	porprant	porprant_porprendre_verb	porprendre	VERcjg	VerbForm=Fin	DECT	PercevalKu	porprant_porprendre	porprant_verb
9362	embuche	embuche_embûche_noun	embûche	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	embuche_embûche	embuche_noun
9363	servitune	servitune_servitume_noun	servitume	NOMcom	_	DECT	CharretteKu	servitune_servitume	servitune_noun
9364	Hainnau	hainnau_haunaut_propn	Haunaut	NOMpro	_	DMF	chartes_hain13	hainnau_haunaut	hainnau_propn
9365	raizon	raizon_raison_noun	raison	NOMcom	_	DMF	passion	raizon_raison	raizon_noun
9366	parcast	parcast_parquer_verb	parquer	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	parcast_parquer	parcast_verb
9367	Choron	choron_coron_propn	Coron	NOMpro	_	BFM	moree-cat	choron_coron	choron_propn
9368	bayard	bayard_baiart_noun	baiart	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	bayard_baiart	bayard_noun
9369	descouverte	descouverte_découvrir_verb	découvrir	VERppe	VerbForm=Part|Tense=Past	no_source, DMF	Jouvencel1_manual-seg_pos_lem, SGenPr1	descouverte_découvrir	descouverte_verb
9370	esperitax	esperitax_esperital_adj	esperital	ADJqua	_	DECT	PercevalKu	esperitax_esperital	esperitax_adj
9371	Gallebrun	gallebrun_gallebrun_propn	Gallebrun	NOMpro	_	no_source	Jouvencel1_manual-seg_pos_lem	gallebrun_gallebrun	gallebrun_propn
9372	baronnie	baronnie_baronnie_noun	baronnie	NOMcom	_	no_source, DMF	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, moree-cat	baronnie_baronnie	baronnie_noun
9373	auran	auran_avoir_verb	avoir	VERcjg	VerbForm=Fin	DMF	passion	auran_avoir	auran_verb
9374	queust	queust_cosdre_verb	cosdre	VERcjg	VerbForm=Fin	DECT	ErecKu	queust_cosdre	queust_verb
9375	sivoit	sivoit_sivre_verb	sivre	VERcjg	VerbForm=Fin	DECT	CharretteKu	sivoit_sivre	sivoit_verb
9376	parsivent	parsivent_parsuivre_verb	parsuivre	VERcjg	VerbForm=Fin	DMF	cambps	parsivent_parsuivre	parsivent_verb
9377	commança	commança_commencer_verb	commencer	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	commança_commencer	commança_verb
9378	getat	getat_jeter_verb	jeter	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv, roland	getat_jeter	getat_verb
9379	aeswardevet	aeswardevet_esgarder_verb	esgarder	VERcjg	VerbForm=Fin	DMF	passion	aeswardevet_esgarder	aeswardevet_verb
9380	acoutee	acoutee_accoter_verb	accoter	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	acoutee_accoter	acoutee_verb
9381	voudriens	voudriens_voloir_verb	voloir	VERcjg	VerbForm=Fin	DECT	CharretteKu	voudriens_voloir	voudriens_verb
9382	forssan	forssan_forsen_noun	forsen	NOMcom	_	DECT	CharretteKu	forssan_forsen	forssan_noun
9383	informations	informations_information_noun	information	NOMcom	_	no_source	commyn1_manual_seg_lemm	informations_information	informations_noun
9384	Cursal	cursal_cursal_propn	Cursal	NOMpro	_	DMF	brut2	cursal_cursal	cursal_propn
9385	desdaingne	desdaingne_desdeignier_verb	desdeignier	VERcjg	VerbForm=Fin	DECT	CligesKu	desdaingne_desdeignier	desdaingne_verb
9386	mervoillent	mervoillent_merveillier_verb	merveillier	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, YvainKu	mervoillent_merveillier	mervoillent_verb
9387	demainnemant	demainnemant_demainement_adv	demainement	ADVgen	_	DECT	ErecKu	demainnemant_demainement	demainnemant_adv
9388	accompaignier	accompaignier_accompagner_verb	accompagner	VERinf	VerbForm=Inf	DMF	moree-cat	accompaignier_accompagner	accompaignier_verb
9389	regardat	regardat_regarder_verb	regarder	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	regardat_regarder	regardat_verb
9390	peusciés	peusciés_pouvoir_verb	pouvoir	VERcjg	VerbForm=Fin	DMF	aucassin	peusciés_pouvoir	peusciés_verb
9391	cunquerrez	cunquerrez_conquérir_verb	conquérir	VERcjg	VerbForm=Fin	DMF	brut2	cunquerrez_conquérir	cunquerrez_verb
9392	desroupée	desroupée_desrouper_verb	desrouper	VERppe	VerbForm=Part|Tense=Past	GDF	moree-cat	desroupée_desrouper	desroupée_verb
9393	geüssent	geüssent_jesir_verb	jesir	VERcjg	VerbForm=Fin	DECT	YvainKu	geüssent_jesir	geüssent_verb
9394	espasce	espasce_espace_noun	espace	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	espasce_espace	espasce_noun
9395	'xirent	'xirent_issir_verb	issir	VERcjg	VerbForm=Fin	DMF	passion	'xirent_issir	'xirent_verb
9396	confortés	confortés_conforter_verb	conforter	VERcjg	VerbForm=Fin	DMF	SBath1	confortés_conforter	confortés_verb
9397	remainne	remainne_remener_verb	remener	VERcjg	VerbForm=Fin	DECT, DMF	CligesKu, SGenPr1	remainne_remener	remainne_verb
9398	peusce	peusce_pouvoir_verb	pouvoir	VERcjg	VerbForm=Fin	DMF	aucassin	peusce_pouvoir	peusce_verb
9399	ramenéz	ramenéz_ramener_verb	ramener	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	ramenéz_ramener	ramenéz_verb
9400	Escouen	escouen_ecouen_propn	Ecouen	NOMpro	_	DMF	regcrim1-cat	escouen_ecouen	escouen_propn
9401	secorciee	secorciee_secorcier_verb	secorcier	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	secorciee_secorcier	secorciee_verb
9402	Blianz	blianz_brïen_propn	Brïen	NOMpro	_	DECT	ErecKu	blianz_brïen	blianz_propn
9403	asaillirent	asaillirent_assaillir_verb	assaillir	VERcjg	VerbForm=Fin	DMF	brut2	asaillirent_assaillir	asaillirent_verb
9404	alienées	alienées_aliéner_verb	aliéner	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	alienées_aliéner	alienées_verb
9405	returnereit	returnereit_retourner_verb	retourner	VERcjg	VerbForm=Fin	DMF	brut2	returnereit_retourner	returnereit_verb
9406	Estampes	estampes_eu_propn	Eu	NOMpro	_	no_source	commyn1_manual_seg_lemm	estampes_eu	estampes_propn
9407	Estampes	estampes_étampes_propn	Étampes	NOMpro	_	no_source, DMF	commyn1_manual_seg_lemm, grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, regcrim1-cat	estampes_étampes	estampes_propn
9408	blesce	blesce_blecier_verb	blecier	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, PercevalKu	blesce_blecier	blesce_verb
9409	acroissoit	acroissoit_acroistre_verb	acroistre	VERcjg	VerbForm=Fin	DECT	CligesKu	acroissoit_acroistre	acroissoit_verb
9410	antrasaillent	antrasaillent_entr'assalir_verb	entr'assalir	VERcjg	VerbForm=Fin	DECT	CharretteKu, ErecKu	antrasaillent_entr'assalir	antrasaillent_verb
9411	deffioient	deffioient_défier_verb	défier	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	deffioient_défier	deffioient_verb
9412	Beigue	beigue_bègue_propn	Bègue	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	beigue_bègue	beigue_propn
9413	esloigniee	esloigniee_esloignier_verb	esloignier	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu, ErecKu	esloigniee_esloignier	esloigniee_verb
9414	arryva	arryva_arriver_verb	arriver	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	arryva_arriver	arryva_verb
9415	faulce	faulce_faux_adj	faux	ADJqua	_	no_source	Jouvencel1_manual-seg_pos_lem	faulce_faux	faulce_adj
9416	Wastebrot	wastebrot_wastebrot_propn	Wastebrot	NOMpro	_	DMF	chartes_hain13	wastebrot_wastebrot	wastebrot_propn
9417	getteit	getteit_jeter_verb	jeter	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	getteit_jeter	getteit_verb
9418	assauldra	assauldra_assaillir_verb	assaillir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	assauldra_assaillir	assauldra_verb
9419	brieteit	brieteit_brieté_noun	brieté	NOMcom	_	TL, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	brieteit_brieté	brieteit_noun
9420	pucelles	pucelles_pucelle_noun	pucelle	NOMcom	_	DMF	SGenPr1	pucelles_pucelle	pucelles_noun
9421	orront	orront_ouïr_verb	ouïr	VERcjg	VerbForm=Fin	DMF, no_source	chartes_hain13, Jouvencel1_manual-seg_pos_lem	orront_ouïr	orront_verb
9422	orront	orront_öir_verb	öir	VERcjg	VerbForm=Fin	DECT	PercevalKu	orront_öir	orront_verb
9423	advenemens	advenemens_avènement_noun	avènement	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	advenemens_avènement	advenemens_noun
9424	crïent	crïent_crier_verb	crier	VERcjg	VerbForm=Fin	DMF	AlexisRaM	crïent_crier	crïent_verb
9425	crïent	crïent_crïer_verb	crïer	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, YvainKu	crïent_crïer	crïent_verb
9426	embrunchet	embrunchet_embroncher_verb	embroncher	VERcjg	VerbForm=Fin	DMF	roland	embrunchet_embroncher	embrunchet_verb
9427	antre-aconpaigniez	antre-aconpaigniez_entr'acompagnier_verb	entr'acompagnier	VERcjg	VerbForm=Fin	DECT	CligesKu	antre-aconpaigniez_entr'acompagnier	antre-aconpaigniez_verb
9428	perdiet	perdiet_perdre_verb	perdre	VERcjg	VerbForm=Fin	DMF	roland	perdiet_perdre	perdiet_verb
9429	demenée	demenée_démener_verb	démener	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	demenée_démener	demenée_verb
9430	sengnor	sengnor_seigneur_noun	seigneur	NOMcom	_	DMF	chartes_hain13	sengnor_seigneur	sengnor_noun
9431	renoncerai	renoncerai_renoncer_verb	renoncer	VERcjg	VerbForm=Fin	DMF	SEustPr1	renoncerai_renoncer	renoncerai_verb
9432	antreheent	antreheent_entrehäir_verb	entrehäir	VERcjg	VerbForm=Fin	DECT	CharretteKu	antreheent_entrehäir	antreheent_verb
9433	sovanra	sovanra_sovenir_verb	sovenir	VERcjg	VerbForm=Fin	DECT	YvainKu	sovanra_sovenir	sovanra_verb
9434	appendant	appendant_appendre_verb	appendre	VERppa	VerbForm=Part|Tense=Pres	no_source	Jouvencel1_manual-seg_pos_lem	appendant_appendre	appendant_verb
9435	acord	acord_accord_noun	accord	NOMcom	_	DMF	moree-cat	acord_accord	acord_noun
9436	compte	compte_compte_noun	compte	NOMcom	_	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	compte_compte	compte_noun
9437	compte	compte_conte_noun	conte	NOMcom	_	DMF	moree-cat	compte_conte	compte_noun
9438	porqoi	porqoi_pourquoi_adv	pourquoi	ADVsub	_	DMF	SBath1	porqoi_pourquoi	porqoi_adv
9439	encherist	encherist_enchérir_verb	enchérir	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	encherist_enchérir	encherist_verb
9440	heom	heom_homme_noun	homme	NOMcom	_	DMF	cambps	heom_homme	heom_noun
9441	pandanz	pandanz_pendre_verb	pendre	VERppa	VerbForm=Part|Tense=Pres	DECT	PercevalKu	pandanz_pendre	pandanz_verb
9442	apareiliee	apareiliee_appareiller_verb	appareiller	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	apareiliee_appareiller	apareiliee_verb
9443	Breuse	breuse_breuze_propn	Breuze	NOMpro	_	BFM	chartes_hain13	breuse_breuze	breuse_propn
9444	entandent	entandent_entendre_verb	entendre	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	entandent_entendre	entandent_verb
9445	deçut	deçut_decevoir_verb	decevoir	VERcjg	VerbForm=Fin	DECT	CligesKu, ErecKu	deçut_decevoir	deçut_verb
9446	deçut	deçut_décevoir_verb	décevoir	VERcjg	VerbForm=Fin	DMF	SGenPr1	deçut_décevoir	deçut_verb
9447	escheue	escheue_échoir_verb	échoir	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	escheue_échoir	escheue_verb
9448	bastardeau	bastardeau_bâtardeau_noun	bâtardeau	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	bastardeau_bâtardeau	bastardeau_noun
9449	roved	roved_rover_verb	rover	VERcjg	VerbForm=Fin	DMF	passion	roved_rover	roved_verb
9450	Jeham	jeham_jean_propn	Jean	NOMpro	_	DMF	chartes_hain13	jeham_jean	jeham_propn
9451	vaint	vaint_vaincre_verb	vaincre	VERcjg	VerbForm=Fin	DMF	aucassin	vaint_vaincre	vaint_verb
9452	vaint	vaint_veintre_verb	veintre	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, PercevalKu	vaint_veintre	vaint_verb
9453	soulde	soulde_solde_noun	solde	NOMcom	_	no_source	commyn1_manual_seg_lemm	soulde_solde	soulde_noun
9454	Er	er_er_propn	Er	NOMpro	_	DMF	brut2	er_er	er_propn
9455	renovelemant	renovelemant_renovelement_noun	renovelement	NOMcom	_	DECT	CligesKu	renovelemant_renovelement	renovelemant_noun
9456	graïllier	graïllier_gräillier_verb	gräillier	VERinf	VerbForm=Inf	DECT	CligesKu	graïllier_gräillier	graïllier_verb
9457	ausdictes	ausdictes_à.ledit_adp.det	à.ledit	PRE.DETcom	_.Definite=Com	no_source	commyn1_manual_seg_lemm	ausdictes_à.ledit	ausdictes_adp.det
9458	fortrest	fortrest_forstraire_verb	forstraire	VERcjg	VerbForm=Fin	DECT	CharretteKu	fortrest_forstraire	fortrest_verb
9459	rendéz	rendéz_rendre_verb	rendre	VERcjg	VerbForm=Fin	DMF	SGenPr1	rendéz_rendre	rendéz_verb
9460	vocét	vocét_vocher_verb	vocher	VERppe	VerbForm=Part|Tense=Past	DMF	AlexisRaM	vocét_vocher	vocét_verb
9461	pestillence	pestillence_pestilence_noun	pestilence	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	pestillence_pestilence	pestillence_noun
9462	esmuevent	esmuevent_esmovoir_verb	esmovoir	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	esmuevent_esmovoir	esmuevent_verb
9463	Gouffier	gouffier_gouffier_propn	Gouffier	NOMpro	_	DMF	regcrim1-cat	gouffier_gouffier	gouffier_propn
9464	legièrement	legièrement_légèrement_adv	légèrement	ADVgen	_	no_source	commyn1_manual_seg_lemm	legièrement_légèrement	legièrement_adv
9465	tairai	tairai_taire_verb	taire	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	tairai_taire	tairai_verb
9466	Mouton	mouton_mouton_propn	Mouton	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	mouton_mouton	mouton_propn
9467	estrenges	estrenges_estrange_adj	estrange	ADJqua	_	DECT	CharretteKu	estrenges_estrange	estrenges_adj
9468	cancelet	cancelet_chanceler_verb	chanceler	VERcjg	VerbForm=Fin	DMF	roland	cancelet_chanceler	cancelet_verb
9469	degetat	degetat_déjeter_verb	déjeter	VERcjg	VerbForm=Fin	DMF	cambps	degetat_déjeter	degetat_verb
9470	Ponent	ponent_ponant_propn	Ponant	NOMpro	_	DMF	moree-cat	ponent_ponant	ponent_propn
9471	geteir	geteir_jeter_verb	jeter	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	geteir_jeter	geteir_verb
9472	resplendiront	resplendiront_resplendir_verb	resplendir	VERcjg	VerbForm=Fin	DMF	SBath1	resplendiront_resplendir	resplendiront_verb
9473	antroverture	antroverture_entr'overture_noun	entr'overture	NOMcom	_	DECT	CligesKu	antroverture_entr'overture	antroverture_noun
9474	joth	joth_gésir_verb	gésir	VERcjg	VerbForm=Fin	DMF	slethgier	joth_gésir	joth_verb
9475	siewist	siewist_suivre_verb	suivre	VERcjg	VerbForm=Fin	DMF	brut2	siewist_suivre	siewist_verb
9476	henas	henas_hanap_noun	hanap	NOMcom	_	DECT	ErecKu, PercevalKu	henas_hanap	henas_noun
9477	accorda	accorda_accorder_verb	accorder	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	accorda_accorder	accorda_verb
9478	respundit	respundit_répondre_verb	répondre	VERcjg	VerbForm=Fin	DMF	roland	respundit_répondre	respundit_verb
9479	Loskegnuel	loskegnuel_loskignuel_propn	Loskignuel	NOMpro	_	DMF	chartes_hain13	loskegnuel_loskignuel	loskegnuel_propn
9480	aparoillent	aparoillent_apareillier_verb	apareillier	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu	aparoillent_apareillier	aparoillent_verb
9481	succuras	succuras_secourir_verb	secourir	VERcjg	VerbForm=Fin	DMF	roland	succuras_secourir	succuras_verb
9482	tornanz	tornanz_torner_verb	torner	VERppa	VerbForm=Part|Tense=Pres	DECT	CligesKu	tornanz_torner	tornanz_verb
9483	sembloyent	sembloyent_sembler_verb	sembler	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	sembloyent_sembler	sembloyent_verb
9484	posc	posc_pouvoir_verb	pouvoir	VERcjg	VerbForm=Fin	DMF	passion, slethgier	posc_pouvoir	posc_verb
9485	peist	peist_peser_verb	peser	VERcjg	VerbForm=Fin	DMF	brut2, roland	peist_peser	peist_verb
9486	proye	proye_proie_noun	proie	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	proye_proie	proye_noun
9487	Ron	ron_ron_propn	Ron	NOMpro	_	DMF	regcrim1-cat	ron_ron	ron_propn
9488	antroï	antroï_entr'oïr_verb	entr'oïr	VERcjg	VerbForm=Fin	DECT	CharretteKu	antroï_entr'oïr	antroï_verb
9489	traïrent	traïrent_träir_verb	träir	VERcjg	VerbForm=Fin	DECT	CharretteKu	traïrent_träir	traïrent_verb
9490	fuirai	fuirai_fuir_verb	fuir	VERcjg	VerbForm=Fin	DMF, DECT	brut2, PercevalKu, YvainKu	fuirai_fuir	fuirai_verb
9491	corbeaz	corbeaz_corbeau_noun	corbeau	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	corbeaz_corbeau	corbeaz_noun
9492	reverroiz	reverroiz_revëoir_verb	revëoir	VERcjg	VerbForm=Fin	DECT	ErecKu	reverroiz_revëoir	reverroiz_verb
9493	grucereit	grucereit_grocer_verb	grocer	VERcjg	VerbForm=Fin	DMF	brut2	grucereit_grocer	grucereit_verb
9494	delivréz	delivréz_délivrer_verb	délivrer	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	delivréz_délivrer	delivréz_verb
9495	apportoit	apportoit_apporter_verb	apporter	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	apportoit_apporter	apportoit_verb
9496	Jacques	jacques_jacques_propn	Jacques	NOMpro	_	no_source, DMF	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem, regcrim1-cat	jacques_jacques	jacques_propn
9497	anviax	anviax_envïal_noun	envïal	NOMcom	_	DECT	PercevalKu	anviax_envïal	anviax_noun
9498	grieteit	grieteit_grièveté_noun	grièveté	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	grieteit_grièveté	grieteit_noun
9499	acheisons	acheisons_ochaison_noun	ochaison	NOMcom	_	DECT	CligesKu	acheisons_ochaison	acheisons_noun
9500	senechax	senechax_seneschal_noun	seneschal	NOMcom	_	DECT	ErecKu, PercevalKu	senechax_seneschal	senechax_noun
9501	tuoient	tuoient_tuer_verb	tuer	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	tuoient_tuer	tuoient_verb
9502	fagotz	fagotz_fagot_noun	fagot	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	fagotz_fagot	fagotz_noun
9503	commenchement	commenchement_commencement_noun	commencement	NOMcom	_	DMF	SBath1	commenchement_commencement	commenchement_noun
9504	apreigne	apreigne_aprendre_verb	aprendre	VERcjg	VerbForm=Fin	DECT	YvainKu	apreigne_aprendre	apreigne_verb
9505	vidist	vidist_voir_verb	voir	VERcjg	VerbForm=Fin	DMF	slethgier	vidist_voir	vidist_verb
9506	sowrent	sowrent_savoir_verb	savoir	VERcjg	VerbForm=Fin	DMF	slethgier	sowrent_savoir	sowrent_verb
