	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
9139	Fosse	fosse_fosse_propn	Fosse	NOMpro	_	no_source	DescrEngl_fixed.tsv	fosse_fosse	fosse_propn
9140	ramainnent	ramainnent_ramener_verb	ramener	VERcjg	VerbForm=Fin	DECT	CharretteKu	ramainnent_ramener	ramainnent_verb
9141	dissencion	dissencion_dissension_noun	dissension	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	dissencion_dissension	dissencion_noun
9142	detaigne	detaigne_detenir_verb	detenir	VERcjg	VerbForm=Fin	DECT	CharretteKu	detaigne_detenir	detaigne_verb
9143	onze	onze_onze_adj	onze	ADJcar	NumType=Card	DMF	regcrim1-cat	onze_onze	onze_adj
9144	onze	onze_onze_det	onze	DETcar	NumType=Card	DMF	regcrim1-cat	onze_onze	onze_det
9145	legiun	legiun_légion_noun	légion	NOMcom	_	DMF	brut2	legiun_légion	legiun_noun
9146	assès	assès_assez_adv	assez	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	assès_assez	assès_adv
9147	awret	awret_avoir_verb	avoir	VERcjg	VerbForm=Fin	DMF	slethgier	awret_avoir	awret_verb
9148	verromes	verromes_vëoir_verb	vëoir	VERcjg	VerbForm=Fin	DECT	PercevalKu	verromes_vëoir	verromes_verb
9149	aresturent	aresturent_arrêter_verb	arrêter	VERcjg	VerbForm=Fin	DMF	brut2	aresturent_arrêter	aresturent_verb
9150	chevaulcer	chevaulcer_chevaucher_verb	chevaucher	VERinf	VerbForm=Inf	no_source	Jouvencel1_manual-seg_pos_lem	chevaulcer_chevaucher	chevaulcer_verb
9151	foïst	foïst_fuir_verb	fuir	VERcjg	VerbForm=Fin	DECT	CligesKu, PercevalKu	foïst_fuir	foïst_verb
9152	antrebandees	antrebandees_entrebender_verb	entrebender	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	antrebandees_entrebender	antrebandees_verb
9153	defoleïz	defoleïz_defolëiz_noun	defolëiz	NOMcom	_	DECT	CharretteKu	defoleïz_defolëiz	defoleïz_noun
9154	doillanz	doillanz_doloir_verb	doloir	VERppa	VerbForm=Part|Tense=Pres	DECT	ErecKu	doillanz_doloir	doillanz_verb
9155	arragiéz	arragiéz_arager_verb	arager	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	arragiéz_arager	arragiéz_verb
9156	movettes	movettes_mouvette_noun	mouvette	NOMcom	_	no_source	commyn1_manual_seg_lemm	movettes_mouvette	movettes_noun
9157	morrons	morrons_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	SGenPr1	morrons_mourir	morrons_verb
9158	peuvent	peuvent_pouvoir_verb	pouvoir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	peuvent_pouvoir	peuvent_verb
9159	hutin	hutin_hutin_noun	hutin	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	hutin_hutin	hutin_noun
9160	segnourie	segnourie_seigneurie_noun	seigneurie	NOMcom	_	DMF	chartes_hain13	segnourie_seigneurie	segnourie_noun
9161	Malgo	malgo_malgo_propn	Malgo	NOMpro	_	DMF	brut2	malgo_malgo	malgo_propn
9162	pardefin	pardefin_pardefin_noun	pardefin	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	pardefin_pardefin	pardefin_noun
9163	avom	avom_avoir_verb	avoir	VERcjg	VerbForm=Fin	DMF	roland	avom_avoir	avom_verb
9164	sieuvy	sieuvy_suivre_verb	suivre	VERppe	VerbForm=Part|Tense=Past	no_source	Jouvencel1_manual-seg_pos_lem	sieuvy_suivre	sieuvy_verb
9165	halcent	halcent_hausser_verb	hausser	VERcjg	VerbForm=Fin	DMF	brut2	halcent_hausser	halcent_verb
9166	revelée	revelée_reveler_verb	reveler	VERppe	VerbForm=Part|Tense=Past	DMF	moree-cat	revelée_reveler	revelée_verb
9167	cuvenist	cuvenist_convenir_verb	convenir	VERcjg	VerbForm=Fin	DMF	AlexisRaM	cuvenist_convenir	cuvenist_verb
9168	anduire	anduire_enduire_verb	enduire	VERinf	VerbForm=Inf	DECT	PercevalKu	anduire_enduire	anduire_verb
9169	renouvellent	renouvellent_renouveler_verb	renouveler	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	renouvellent_renouveler	renouvellent_verb
9170	contees	contees_conter_verb	conter	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	contees_conter	contees_verb
9171	revidren	revidren_revoir_verb	revoir	VERcjg	VerbForm=Fin	DMF	passion	revidren_revoir	revidren_verb
9172	pentecuste	pentecuste_pentecôte_noun	pentecôte	NOMcom	_	DMF	brut2	pentecuste_pentecôte	pentecuste_noun
9173	tesmoingnier	tesmoingnier_tesmoignier_verb	tesmoignier	VERinf	VerbForm=Inf	DECT	PercevalKu	tesmoingnier_tesmoignier	tesmoingnier_verb
9174	perving	perving_parvenir_verb	parvenir	VERcjg	VerbForm=Fin	DMF	passion	perving_parvenir	perving_verb
9175	Camble	camble_camel_propn	Camel	NOMpro	_	BFM	brut2	camble_camel	camble_propn
9176	assiette	assiette_assiette_noun	assiette	NOMcom	_	no_source	commyn1_manual_seg_lemm	assiette_assiette	assiette_noun
9177	conduysoient	conduysoient_conduire_verb	conduire	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	conduysoient_conduire	conduysoient_verb
9178	mectes	mectes_mète_noun	mète	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	mectes_mète	mectes_noun
9179	.xl.	.xl._carante_pron	carante	PROcar	NumType=Card	DECT	CligesKu, ErecKu	.xl._carante	.xl._pron
9180	.xl.	.xl._quarante_pron	quarante	PROcar	NumType=Card	DMF	roland	.xl._quarante	.xl._pron
9181	.xl.	.xl._quarante_det	quarante	DETcar	NumType=Card	DMF	roland	.xl._quarante	.xl._det
9182	voulloit	voulloit_vouloir_verb	vouloir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	voulloit_vouloir	voulloit_verb
9183	arberget	arberget_héberger_verb	héberger	VERcjg	VerbForm=Fin	DMF	passion	arberget_héberger	arberget_verb
9184	medisme	medisme_même_adj	même	ADJind	PronType=Ind	DMF	AlexisRaM	medisme_même	medisme_adj
9185	surserrons	surserrons_surseoir_verb	surseoir	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	surserrons_surseoir	surserrons_verb
9186	ennuyoient	ennuyoient_ennuyer_verb	ennuyer	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	ennuyoient_ennuyer	ennuyoient_verb
9187	antracointent	antracointent_entr'acointier_verb	entr'acointier	VERcjg	VerbForm=Fin	DECT	CligesKu	antracointent_entr'acointier	antracointent_verb
9188	onnour	onnour_honneur_noun	honneur	NOMcom	_	DMF	SBath1	onnour_honneur	onnour_noun
9189	estisanz	estisanz_ester_verb	ester	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	estisanz_ester	estisanz_verb
9190	jerreiez	jerreiez_gésir_verb	gésir	VERcjg	VerbForm=Fin	DMF	roland	jerreiez_gésir	jerreiez_verb
9191	suffianment	suffianment_suffisamment_adv	suffisamment	ADVgen	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	suffianment_suffisamment	suffianment_adv
9192	quarenteines	quarenteines_quarantaine_noun	quarantaine	NOMcom	_	DMF	brut2	quarenteines_quarantaine	quarenteines_noun
9193	taisierunt	taisierunt_taire_verb	taire	VERcjg	VerbForm=Fin	DMF	cambps	taisierunt_taire	taisierunt_verb
9194	matières	matières_matière_noun	matière	NOMcom	_	no_source	commyn1_manual_seg_lemm	matières_matière	matières_noun
9195	fonteines	fonteines_fontaine_noun	fontaine	NOMcom	_	DMF	cambps	fonteines_fontaine	fonteines_noun
9196	Felipes	felipes_phelipes_propn	Phelipes	NOMpro	_	DECT	PercevalKu	felipes_phelipes	felipes_propn
9197	caïst	caïst_choir_verb	choir	VERcjg	VerbForm=Fin	DMF	roland	caïst_choir	caïst_verb
9198	envenroient	envenroient_envenir_verb	envenir	VERcjg	VerbForm=Fin	DMF	chartes_hain13	envenroient_envenir	envenroient_verb
9199	botellier	botellier_boteillier_noun	boteillier	NOMcom	_	DECT	ErecKu	botellier_boteillier	botellier_noun
9200	esterneiz	esterneiz_esternir_verb	esternir	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	esterneiz_esternir	esterneiz_verb
9201	covenence	covenence_convenance_noun	convenance	NOMcom	_	DMF	chartes_hain13	covenence_convenance	covenence_noun
9202	Wathier	wathier_watier_propn	Watier	NOMpro	_	DMF	chartes_hain13	wathier_watier	wathier_propn
9203	advertissement	advertissement_avertissement_noun	avertissement	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	advertissement_avertissement	advertissement_noun
9204	anpreigne	anpreigne_emprendre_verb	emprendre	VERcjg	VerbForm=Fin	DECT	CharretteKu	anpreigne_emprendre	anpreigne_verb
9205	saluoit	saluoit_saluer_verb	saluer	VERcjg	VerbForm=Fin	DMF	SGenPr1	saluoit_saluer	saluoit_verb
9206	comeniez	comeniez_comuniier_verb	comuniier	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	comeniez_comuniier	comeniez_verb
9207	repairereit	repairereit_repairer_verb	repairer	VERcjg	VerbForm=Fin	DMF	brut2	repairereit_repairer	repairereit_verb
9208	crendreie	crendreie_craindre_verb	craindre	VERcjg	VerbForm=Fin	DMF	roland	crendreie_craindre	crendreie_verb
9209	rend	rend_rendre_verb	rendre	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv, passion	rend_rendre	rend_verb
9210	eskeoent	eskeoent_échoir_verb	échoir	VERcjg	VerbForm=Fin	DMF	chartes_hain13	eskeoent_échoir	eskeoent_verb
9211	angoiset	angoiset_angoisser_verb	angoisser	VERcjg	VerbForm=Fin	DMF	roland	angoiset_angoisser	angoiset_verb
9212	Argues	argues_argos_propn	Argos	NOMpro	_	BFM	moree-cat	argues_argos	argues_propn
9213	anpreïsmes	anpreïsmes_emprendre_verb	emprendre	VERcjg	VerbForm=Fin	DECT	CharretteKu	anpreïsmes_emprendre	anpreïsmes_verb
9214	roinsses	roinsses_ronce_noun	ronce	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	roinsses_ronce	roinsses_noun
9215	esquelles	esquelles_en.lequel_adp.det	en.lequel	PRE.DETrel	_.PronType=Rel	DMF	regcrim1-cat	esquelles_en.lequel	esquelles_adp.det
9216	Pilaz	pilaz_pilate_propn	Pilate	NOMpro	_	DMF	passion	pilaz_pilate	pilaz_propn
9217	vantaille	vantaille_ventaille_noun	ventaille	NOMcom	_	DECT	CharretteKu, ErecKu	vantaille_ventaille	vantaille_noun
9218	communeement	communeement_communément_adv	communément	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	communeement_communément	communeement_adv
9219	taces	taces_taire_verb	taire	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	taces_taire	taces_verb
9220	antraversee	antraversee_entraverser_verb	entraverser	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	antraversee_entraverser	antraversee_verb
9221	chefz	chefz_chef_noun	chef	NOMcom	_	no_source	commyn1_manual_seg_lemm	chefz_chef	chefz_noun
9222	cristïene	cristïene_chrétien_adj	chrétien	ADJqua	_	DMF	brut2	cristïene_chrétien	cristïene_adj
9223	iretaulement	iretaulement_héritablement_adv	héritablement	ADVgen	_	DMF	chartes_hain13	iretaulement_héritablement	iretaulement_adv
9224	trepeiz	trepeiz_trepeis_noun	trepeis	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	trepeiz_trepeis	trepeiz_noun
9225	demince	demince_demincier_verb	demincier	VERcjg	VerbForm=Fin	DECT	YvainKu	demince_demincier	demince_verb
9226	Theoprobo	theoprobo_théoprobe_propn	Théoprobe	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	theoprobo_théoprobe	theoprobo_propn
9227	mesaaisiez	mesaaisiez_mésaisé_noun	mésaisé	NOMcom	_	DMF	SBath1	mesaaisiez_mésaisé	mesaaisiez_noun
9228	voise	voise_aler_verb	aler	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu, YvainKu	voise_aler	voise_verb
9229	voise	voise_aller_verb	aller	VERcjg	VerbForm=Fin	DMF, no_source	aucassin, Jouvencel1_manual-seg_pos_lem	voise_aller	voise_verb
9230	desrouperrent	desrouperrent_desrouper_verb	desrouper	VERcjg	VerbForm=Fin	GDF	moree-cat	desrouperrent_desrouper	desrouperrent_verb
9231	barrette	barrette_barrette_noun	barrette	NOMcom	_	DMF	regcrim1-cat	barrette_barrette	barrette_noun
9232	recomancier	recomancier_recomencier_verb	recomencier	VERinf	VerbForm=Inf	DECT	ErecKu	recomancier_recomencier	recomancier_verb
9233	aspresce	aspresce_âpresse_noun	âpresse	NOMcom	_	DMF	brut2	aspresce_âpresse	aspresce_noun
9234	sorprenanz	sorprenanz_sorprendre_verb	sorprendre	VERppa	VerbForm=Part|Tense=Pres	DECT	CligesKu	sorprenanz_sorprendre	sorprenanz_verb
9235	Quingy	quingy_quingey_propn	Quingey	NOMpro	_	no_source	commyn1_manual_seg_lemm	quingy_quingey	quingy_propn
9236	esjoissiés	esjoissiés_éjouir_verb	éjouir	VERcjg	VerbForm=Fin	DMF	SBath1	esjoissiés_éjouir	esjoissiés_verb
9237	metront	metront_metre_verb	metre	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	metront_metre	metront_verb
9238	tiesmoing	tiesmoing_témoin_noun	témoin	NOMcom	_	DMF	chartes_hain13	tiesmoing_témoin	tiesmoing_noun
9239	anbla	anbla_embler_verb	embler	VERcjg	VerbForm=Fin	DECT	CharretteKu	anbla_embler	anbla_verb
9240	reprouver	reprouver_réprouver_verb	réprouver	VERinf	VerbForm=Inf	no_source	Jouvencel1_manual-seg_pos_lem	reprouver_réprouver	reprouver_verb
9241	entandu	entandu_entendre_verb	entendre	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu	entandu_entendre	entandu_verb
9242	conducent	conducent_conduire_verb	conduire	VERcjg	VerbForm=Fin	DMF	passion	conducent_conduire	conducent_verb
9243	ahert	ahert_aerdre_verb	aerdre	VERcjg	VerbForm=Fin	DMF, no_source, DECT	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv, PercevalKu	ahert_aerdre	ahert_verb
9244	assaz	assaz_assez_adv	assez	ADVgen	_	DMF	passion	assaz_assez	assaz_adv
9245	palpiet	palpiet_palpier_verb	palpier	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	palpiet_palpier	palpiet_verb
9246	revenisse	revenisse_revenir_verb	revenir	VERcjg	VerbForm=Fin	DECT	YvainKu	revenisse_revenir	revenisse_verb
9247	aucuneffois	aucuneffois_aucunefois_adv	aucunefois	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	aucuneffois_aucunefois	aucuneffois_adv
9248	direiez	direiez_dire_verb	dire	VERcjg	VerbForm=Fin	DECT	CharretteKu	direiez_dire	direiez_verb
9249	gueaignier	gueaignier_gäaignier_verb	gäaignier	VERinf	VerbForm=Inf	DECT	CligesKu	gueaignier_gäaignier	gueaignier_verb
9250	habiteür	habiteür_habiteur_noun	habiteur	NOMcom	_	DMF	cambps	habiteür_habiteur	habiteür_noun
9251	approucherent	approucherent_approcher_verb	approcher	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	approucherent_approcher	approucherent_verb
9252	affebli	affebli_affaiblir_verb	affaiblir	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	affebli_affaiblir	affebli_verb
9253	esveillat	esveillat_éveiller_verb	éveiller	VERcjg	VerbForm=Fin	DMF	roland	esveillat_éveiller	esveillat_verb
9254	diakene	diakene_diacre_noun	diacre	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	diakene_diacre	diakene_noun
9255	mercions	mercions_mercier_verb	mercier	VERcjg	VerbForm=Fin	no_source, DMF	Jouvencel1_manual-seg_pos_lem, SEustPr1	mercions_mercier	mercions_verb
9256	guarderat	guarderat_garder_verb	garder	VERcjg	VerbForm=Fin	DMF	cambps	guarderat_garder	guarderat_verb
9257	recouvré	recouvré_recouvrer_verb	recouvrer	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	recouvré_recouvrer	recouvré_verb
9258	mercya	mercya_mercier_verb	mercier	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	mercya_mercier	mercya_verb
9259	survenue	survenue_survenue_noun	survenue	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	survenue_survenue	survenue_noun
9260	durét	durét_durer_verb	durer	VERppe	VerbForm=Part|Tense=Past	no_source	DescrEngl_fixed.tsv	durét_durer	durét_verb
9261	apareilhes	apareilhes_appareiller_verb	appareiller	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	apareilhes_appareiller	apareilhes_verb
9262	taingnant	taingnant_tenant_adj	tenant	ADJqua	_	DECT	CharretteKu	taingnant_tenant	taingnant_adj
9263	destruium	destruium_détruire_verb	détruire	VERcjg	VerbForm=Fin	DMF	brut2	destruium_détruire	destruium_verb
9264	afreinne	afreinne_afrener_verb	afrener	VERcjg	VerbForm=Fin	DECT	YvainKu	afreinne_afrener	afreinne_verb
9265	refroidet	refroidet_refroider_verb	refroider	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	refroidet_refroider	refroidet_verb
9266	vendages	vendages_vendage_noun	vendage	NOMcom	_	DMF	chartes_hain13	vendages_vendage	vendages_noun
9267	Villers	villers_villers_propn	Villers	NOMpro	_	DMF	regcrim1-cat	villers_villers	villers_propn
9268	mynuyt	mynuyt_minuit_noun	minuit	NOMcom	_	no_source	commyn1_manual_seg_lemm	mynuyt_minuit	mynuyt_noun
9269	Vinciennes	vinciennes_vincennes_propn	Vincennes	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	vinciennes_vincennes	vinciennes_propn
9270	Hereford	hereford_hereford_propn	Hereford	NOMpro	_	no_source	DescrEngl_fixed.tsv	hereford_hereford	hereford_propn
9271	Urbain	urbain_urbain_propn	Urbain	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	urbain_urbain	urbain_propn
9272	vida	vida_vie_noun	vie	NOMcom	_	DMF	passion	vida_vie	vida_noun
9273	deposad	deposad_déposer_verb	déposer	VERcjg	VerbForm=Fin	DMF	cambps	deposad_déposer	deposad_verb
9274	wel	wel_vouloir_verb	vouloir	VERcjg	VerbForm=Fin	DMF	SBath1	wel_vouloir	wel_verb
9275	somonoit	somonoit_semondre_verb	semondre	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	somonoit_semondre	somonoit_verb
9276	Caldeie	caldeie_chaldée_propn	Chaldée	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	caldeie_chaldée	caldeie_propn
9277	Honoreiz	honoreiz_honoré_propn	Honoré	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	honoreiz_honoré	honoreiz_propn
9278	anbrunchent	anbrunchent_embronchier_verb	embronchier	VERcjg	VerbForm=Fin	DECT	YvainKu	anbrunchent_embronchier	anbrunchent_verb
9279	terdoit	terdoit_terdre_verb	terdre	VERcjg	VerbForm=Fin	DMF	SBath1	terdoit_terdre	terdoit_verb
9280	beveient	beveient_boire_verb	boire	VERcjg	VerbForm=Fin	DMF	cambps	beveient_boire	beveient_verb
9281	roié	roié_roiier_verb	roiier	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	roié_roiier	roié_verb
9282	Sessuine	sessuine_saxe_propn	Saxe	NOMpro	_	DMF	brut2	sessuine_saxe	sessuine_propn
9283	quatrevins	quatrevins_quatre-vingts_adj	quatre-vingts	ADJcar	NumType=Card	DMF	regcrim1-cat	quatrevins_quatre-vingts	quatrevins_adj
9284	Rocheforth	rocheforth_rochefort_propn	Rochefort	NOMpro	_	DMF	chartes_hain13	rocheforth_rochefort	rocheforth_propn
9285	Job	job_job_propn	Job	NOMpro	_	DMF	SEustPr1	job_job	job_propn
9286	tornés	tornés_tourner_verb	tourner	VERppe	VerbForm=Part|Tense=Past	DMF	aucassin	tornés_tourner	tornés_verb
9287	t.	t._tournois_adj	tournois	ADJqua	_	DMF	regcrim1-cat	t._tournois	t._adj
9288	aparcevront	aparcevront_apercevoir_verb	apercevoir	VERcjg	VerbForm=Fin	DECT	CligesKu	aparcevront_apercevoir	aparcevront_verb
9289	doilet	doilet_douloir_verb	douloir	VERcjg	VerbForm=Fin	DMF	AlexisRaM	doilet_douloir	doilet_verb
9290	metés	metés_mettre_verb	mettre	VERcjg	VerbForm=Fin	DMF	aucassin, SBath1	metés_mettre	metés_verb
9291	uielhar	uielhar_vieillard_noun	vieillard	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	uielhar_vieillard	uielhar_noun
9292	declaration	declaration_déclaration_noun	déclaration	NOMcom	_	no_source	commyn1_manual_seg_lemm	declaration_déclaration	declaration_noun
9293	siez	siez_seoir_verb	seoir	VERcjg	VerbForm=Fin	DMF	cambps	siez_seoir	siez_verb
9294	almaires	almaires_armoire_noun	armoire	NOMcom	_	DMF	brut2	almaires_armoire	almaires_noun
9295	sacrifierent	sacrifierent_sacrifier_verb	sacrifier	VERcjg	VerbForm=Fin	DMF	cambps	sacrifierent_sacrifier	sacrifierent_verb
9296	pecheours	pecheours_pécheur_noun	pécheur	NOMcom	_	DMF	SBath1	pecheours_pécheur	pecheours_noun
9297	sourplus	sourplus_surplus_noun	surplus	NOMcom	_	DMF	moree-cat	sourplus_surplus	sourplus_noun
9298	mère	mère_mère_noun	mère	NOMcom	_	no_source	commyn1_manual_seg_lemm	mère_mère	mère_noun
9299	trenta	trenta_trente_det	trente	DETcar	NumType=Card	DMF	passion	trenta_trente	trenta_det
9300	declairoient	declairoient_déclarer_verb	déclarer	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	declairoient_déclarer	declairoient_verb
9301	ydres	ydres_idle_noun	idle	NOMcom	_	TL	SEustPr1	ydres_idle	ydres_noun
9302	ransevelie	ransevelie_rensevelir_verb	rensevelir	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu	ransevelie_rensevelir	ransevelie_verb
9303	resusciteiz	resusciteiz_ressusciter_verb	ressusciter	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	resusciteiz_ressusciter	resusciteiz_verb
9304	receif	receif_recevoir_verb	recevoir	VERcjg	VerbForm=Fin	DMF	cambps, roland	receif_recevoir	receif_verb
9305	Pos	pos_paul_propn	Paul	NOMpro	_	DECT	CharretteKu, CligesKu, PercevalKu	pos_paul	pos_propn
9306	aireiz	aireiz_aïré_adj	aïré	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	aireiz_aïré	aireiz_adj
9307	manded	manded_mander_verb	mander	VERcjg	VerbForm=Fin	DMF	passion	manded_mander	manded_verb
9308	crueiz	crueiz_cruel_adj	cruel	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	crueiz_cruel	crueiz_adj
9309	pourchasser	pourchasser_pourchasser_verb	pourchasser	VERinf	VerbForm=Inf	no_source	Jouvencel1_manual-seg_pos_lem	pourchasser_pourchasser	pourchasser_verb
9310	reformation	reformation_réformation_noun	réformation	NOMcom	_	no_source	commyn1_manual_seg_lemm	reformation_réformation	reformation_noun
9311	xxiiii	xxiiii_vingt-quatre_pron	vingt-quatre	PROcar	NumType=Card	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	xxiiii_vingt-quatre	xxiiii_pron
9312	alissiés	alissiés_aller_verb	aller	VERcjg	VerbForm=Fin	DMF	aucassin	alissiés_aller	alissiés_verb
9313	empeschoit	empeschoit_empêcher_verb	empêcher	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	empeschoit_empêcher	empeschoit_verb
9314	ramoinne	ramoinne_ramener_verb	ramener	VERcjg	VerbForm=Fin	DECT	PercevalKu	ramoinne_ramener	ramoinne_verb
9315	panront	panront_prendre_verb	prendre	VERcjg	VerbForm=Fin	DECT	CharretteKu, YvainKu	panront_prendre	panront_verb
9316	trève	trève_trêve_noun	trêve	NOMcom	_	no_source	commyn1_manual_seg_lemm	trève_trêve	trève_noun
9317	meurent	meurent_mouvoir_verb	mouvoir	VERcjg	VerbForm=Fin	DMF	regcrim1-cat	meurent_mouvoir	meurent_verb
9318	vacoit	vacoit_vaquer_verb	vaquer	VERcjg	VerbForm=Fin	DMF	moree-cat	vacoit_vaquer	vacoit_verb
9319	entendemenz	entendemenz_entendement_noun	entendement	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	entendemenz_entendement	entendemenz_noun
9320	aconurent	aconurent_aconnoistre_verb	aconnoistre	VERcjg	VerbForm=Fin	DMF	AlexisRaM	aconurent_aconnoistre	aconurent_verb
9321	respundirent	respundirent_répondre_verb	répondre	VERcjg	VerbForm=Fin	DMF	brut2	respundirent_répondre	respundirent_verb
9322	vaoit	vaoit_vouer_verb	vouer	VERcjg	VerbForm=Fin	DMF	SBath1	vaoit_vouer	vaoit_verb
9323	oldor	oldor_odor_noun	odor	NOMcom	_	DECT	CligesKu	oldor_odor	oldor_noun
9324	habitans	habitans_habitant_noun	habitant	NOMcom	_	no_source	commyn1_manual_seg_lemm, grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, Jouvencel1_manual-seg_pos_lem	habitans_habitant	habitans_noun
9325	recongnoissent	recongnoissent_reconnaître_verb	reconnaître	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	recongnoissent_reconnaître	recongnoissent_verb
9326	Arbres	arbres_arbres_propn	Arbres	NOMpro	_	BFM	SGenPr1	arbres_arbres	arbres_propn
9327	asanbla	asanbla_assembler_verb	assembler	VERcjg	VerbForm=Fin	DECT	ErecKu	asanbla_assembler	asanbla_verb
9328	repairat	repairat_repairer_verb	repairer	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	repairat_repairer	repairat_verb
