	prefixe	word	root	ofr_root_form	ofr_root_lemma	ofr_root_pos	lemma_def
440	ca	catun	tun	tun	ton___197__1	adj	châtain
441	com	comain	ain	ain	ain___11281__1	nc	cumin
442	com	comain	ain	ain	ain___11281__1	nc	come
443	com	comain	ain	ain	ain___11281__1	nc	comoine
444	com	comain	ain	ain	ain___11281__1	nc	couvain
445	com	comain	ain	ain	ain___11281__1	nc	cavain
446	com	comain	ain	ain	ain___11281__1	nc	connin
447	com	comain	ain	ain	ain___11281__1	nc	con
448	com	comain	ain	ain	ain___11281__1	nc	conne
449	com	comains	ains	ains	ain___11281__1	nc	cumin
450	com	comains	ains	ains	ain___11281__1	nc	command
451	com	comains	ains	ains	ain___11281__1	nc	comment
452	com	comains	ains	ains	ain___11281__1	nc	come
453	com	comains	ains	ains	ain___11281__1	nc	couvain
454	com	comains	ains	ains	ain___11281__1	nc	cavain
455	com	comains	ains	ains	ain___11281__1	nc	commun
456	com	comains	ains	ains	ain___11281__1	nc	connin
457	com	comandoi	andoi	andoi	andeus___600__1	adj	_
458	com	comanz	anz	anz	anter___79600__1__1	v	commander
459	com	combatanz	batanz	batanz	batanz___999999__1__1	v	combattre
460	com	combatit	batit	batit	batoiier___748450__1__1	v	combattre
461	com	combatue	batue	batue	batue___999999__1__1	v	combattre
462	com	comceu	ceu	ceu	ceu___999__1	adj	_
463	com	comfaitement	faitement	faitement	sifaitement___9458__1	adv	confaitement
464	com	comfort	fort	fort	forer___754776__1__1	v	_
465	com	commain	main	main	main___31501__1	nc	cumin
466	com	commain	main	main	main___31501__1	nc	command
467	com	commain	main	main	main___31501__1	nc	comment
468	com	commain	main	main	main___31501__1	nc	come
469	com	commain	main	main	main___31501__1	nc	connin
470	com	commain	main	main	main___31501__1	nc	coreman
471	com	commain	main	main	main___31501__1	nc	corme
472	com	commain	main	main	main___31501__1	nc	couvain
473	com	commain	main	main	main___31501__1	nc	gomme
474	com	commain	main	main	main___31501__1	nc	commun
475	com	commain	main	main	main___31501__1	nc	comoine
476	com	commaine	maine	maine	mener___756516__1__1	v	commener
477	com	commains	mains	mains	maindre___756351__1__1	v	commencer
478	com	commance	mance	mance	manc___4609__1	adj	_
479	com	commandant	mandant	mandant	mander___756398__1__1	v	commander
480	com	commandastes	mandastes	mandastes	mander___756398__1__1	v	commander
481	com	commandat	mandat	mandat	mandat___32148__1	nc	_
482	com	commandee	mandee	mandee	mandee___999999__1__1	v	commander
483	com	commandent	mandent	mandent	mander___756398__1__1	v	commander
484	com	commanderent	manderent	manderent	mander___756398__1__1	v	commander
485	com	commanderoit	manderoit	manderoit	mander___756398__1__1	v	commander
486	com	commanderons	manderons	manderons	mander___756398__1__1	v	commander
487	com	commandés	mandés	mandés	mandé___32151__1	nc	_
488	com	commandez	mandez	mandez	mandez___999999__1__1	v	_
489	com	commandoient	mandoient	mandoient	mander___756398__1__1	v	commander
490	com	commandoit	mandoit	mandoit	mander___756398__1__1	v	commander
491	com	commandons	mandons	mandons	mander___756398__1__1	v	_
492	com	commans	mans	mans	manser___756411__1__1	v	commander
493	com	commansa	mansa	mansa	manser___756411__1__1	v	commencer
494	com	commarcis	marcis	marcis	marchis___32507__1	nc	commerce
495	com	commendé	mendé	mendé	mendé___999999__1__1	v	commander
496	com	commendement	mendement	mendement	mendement___33512__1	nc	commandement
497	com	commere	mere	mere	mere___33746__1	nc	commère
498	com	commeres	meres	meres	mere___33746__1	nc	commère
499	com	commet	met	met	metre___756641__1__1	v	commettre
500	com	commetre	metre	metre	metre___756641__1__1	v	commettre
501	com	commettre	mettre	mettre	mettre___756643__1__1	v	commettre
502	com	commise	mise	mise	mise___999999__1__1	v	commettre
503	com	commises	mises	mises	mises___999999__1__1	v	_
504	com	commissaire	missaire	missaire	missaire___34716__1	nc	commissaire
505	com	commission	mission	mission	mission___34724__1	nc	commission
506	com	commissions	missions	missions	mission___34724__1	nc	commission
507	com	commist	mist	mist	metre___756641__1__1	v	commettre
508	com	commiz	miz	miz	miz___999__1	adj	_
509	com	commouz	mouz	mouz	moillier___756674__1__1	v	commouvoir
510	com	communité	munité	munité	munité___36038__1	nc	communauté
511	com	communité	munité	munité	munité___36038__1	nc	communité
512	com	commys	mys	mys	mys___999999__1__1	v	commettre
513	com	compai	pai	pai	paiier___757025__1__1	v	comparer
514	com	compai	pai	pai	paiier___757025__1__1	v	conter
515	com	compai	pai	pai	paiier___757025__1__1	v	comparoir
516	com	compai	pai	pai	paiier___757025__1__1	v	camper
517	com	compainie	painie	painie	paienie___5537__1	adj	_
518	com	comparra	parra	parra	paroir___57205__1__1	v	comparer
519	com	comparue	parue	parue	parue___39314__1	nc	_
520	com	comparust	parust	parust	paruser___57253__1__1	v	comparaître
521	com	comparust	parust	parust	paruser___57253__1__1	v	comparoir
522	com	comparut	parut	parut	parillier___87372__1__1	v	comparaître
523	com	comparut	parut	parut	parillier___87372__1__1	v	comparoir
524	com	compassion	passion	passion	passion___39390__1	nc	compassion
525	com	compiller	piller	piller	piller___57410__1__1	v	accomplir
526	com	compiller	piller	piller	piller___57410__1__1	v	compiler
527	com	complaist	plaist	plaist	plaissier___57442__1__1	v	complaire
528	com	compleinte	pleinte	pleinte	pleinte___999999__1__1	v	complaindre
529	com	complere	plere	plere	plere___57459__1__1	v	complaire
530	com	comprise	prise	prise	prisier___57705__2__1	v	_
531	com	comprises	prises	prises	prisier___57705__2__1	v	_
532	com	compriz	priz	priz	priz___99999__1	nc	_
533	com	compunctïon	punctïon	punctïon	punctïon___42297__1	nc	componction
534	com	comques	ques	ques	ques___42417__1	nc	conque
535	com	comurent	urent	urent	urer___60421__1__1	v	commouvoir
536	com	comverse	verse	verse	verser___65092__1__1	v	converser
537	con	concille	cille	cille	cillier___61178__1__1	v	_
538	con	concluses	cluses	cluses	clusé___1324__1	adj	_
539	con	concluz	cluz	cluz	cluter___749552__1__1	v	_
540	con	concreidre	creidre	creidre	croire___750421__1__5	v	croire
541	con	concreidre	creidre	creidre	croire___750421__1__5	v	croistre
542	con	concreidre	creidre	creidre	croire___750421__1__5	v	croître
543	con	concultis	cultis	cultis	cultif___1741__1	adj	_
544	con	concurent	curent	curent	curer___750549__1__1	v	concevoir
545	con	conçut	çut	çut	çuter___60628__1__1	v	_
546	con	condampnee	dampnee	dampnee	dampnee___999999__1__1	v	condamner
547	con	condempne	dempne	dempne	dempner___750877__1__1	v	condamner
548	con	condempné	dempné	dempné	dempner___750877__1__1	v	_
549	con	condempnez	dempnez	dempnez	dempner___750877__1__1	v	condamner
550	con	condempnoient	dempnoient	dempnoient	dempner___750877__1__1	v	condamner
551	con	conduie	duie	duie	dire___751970__1__1	v	_
552	con	conduis	duis	duis	duis___20564__1	nc	conduit
553	con	conduises	duises	duises	duis___20564__1	nc	_
554	con	conduist	duist	duist	donner___752045__1__1	v	_
555	con	coneümes	eümes	eümes	avoir___748272__5__1	v	_
556	con	coneus	eus	eus	avoir___748272__5__1	v	connaître
557	con	coneusse	eusse	eusse	avoir___748272__5__1	v	connaître
558	con	coneüsse	eüsse	eüsse	avoir___748272__5__1	v	_
559	con	coneüssent	eüssent	eüssent	avoir___748272__5__1	v	_
560	con	confaitement	faitement	faitement	sifaitement___9458__1	adv	confaitement
561	con	confermee	fermee	fermee	fermee___999999__1__1	v	_
562	con	confiance	fiance	fiance	fiancer___754637__1__1	v	_
563	con	confie	fie	fie	fie___24544__1	nc	_
564	con	conflans	flans	flans	flan___24812__1	nc	_
565	con	confors	fors	fors	forsier___62426__1__1	v	_
566	con	congiet	giet	giet	gieter___84186__1__1	v	_
567	con	conissoit	issoit	issoit	issir___756069__1__1	v	_
568	con	conjouir	jouir	jouir	jouir___756129__1__1	v	conjouir
569	con	conjuret	juret	juret	juret___999999__1__1	v	_
570	con	conmance	mance	mance	manc___4609__1	adj	_
571	con	conmanda	manda	manda	mander___756398__1__1	v	_
572	con	conmandas	mandas	mandas	mander___756398__1__1	v	commander
573	con	conmande	mande	mande	mander___756398__1__1	v	commander
574	con	conmandent	mandent	mandent	mander___756398__1__1	v	commander
575	con	conmanderent	manderent	manderent	mander___756398__1__1	v	_
576	con	conmandez	mandez	mandez	mandez___999999__1__1	v	commander
577	con	conmunes	munes	munes	mune___36030__1	nc	commun
578	con	connoisoit	noisoit	noisoit	noisier___63529__1__1	v	connaître
579	con	connoisons	noisons	noisons	noisier___63529__1__1	v	connaître
580	con	conoit	oit	oit	ouir___756993__1__1	v	connaître
581	con	conpare	pare	pare	parer___757137__1__1	v	comparer
582	con	conparee	paree	paree	paree___999999__1__1	v	_
583	con	conpasse	passe	passe	passer___57266__2__1	v	compasser
584	con	conpere	pere	pere	pere___39896__1	nc	_
585	con	conplaindre	plaindre	plaindre	plaindre___57439__1__1	v	complaindre
586	con	conplaint	plaint	plaint	plaindre___57439__1__1	v	_
587	con	conquerir	querir	querir	querir___88502__1__1	v	conquérir
588	con	conquiz	quiz	quiz	quitter___57842__1__1	v	_
589	con	conroie	roie	roie	ruer___59328__1__1	v	_
590	con	conroient	roient	roient	ruer___59328__1__1	v	conréer
591	con	conroient	roient	roient	ruer___59328__1__1	v	corroyer
592	con	conroier	roier	roier	roier___44437__1	nc	corroyeur
593	con	conroier	roier	roier	roier___44437__1	nc	courroier
594	con	conroier	roier	roier	roier___44437__1	nc	rodier
595	con	conroier	roier	roier	roier___44437__1	nc	roier
596	con	conroier	roier	roier	roier___44437__1	nc	conroie
597	con	conroier	roier	roier	roier___44437__1	nc	conréeur
598	con	conroy	roy	roy	roy___44668__1	nc	conroi
599	con	consaut	saut	saut	sauter___59480__1__1	v	conseiller
600	con	consceu	sceu	sceu	sceu___999999__1__1	v	concevoir
601	con	consele	sele	sele	seler___59535__1__1	v	conceler
602	con	consele	sele	sele	seler___59535__1__1	v	conseiller
603	con	consele	sele	sele	seler___59535__1__1	v	congeler
604	con	conselt	selt	selt	seler___59535__1__1	v	conseiller
605	con	conselt	selt	selt	seler___59535__1__1	v	conseillier
606	con	conseulz	seulz	seulz	sol___6999__1	adj	_
607	con	consoille	soille	soille	soillier___59651__1__1	v	_
608	con	consoillent	soillent	soillent	soillier___59651__1__1	v	_
609	con	consoilles	soilles	soilles	soillier___59651__1__1	v	_
610	con	consoilliez	soilliez	soilliez	soillier___59651__1__1	v	conseiller
611	con	consolacions	solacions	solacions	solaciier___59656__1__1	v	_
612	con	constrains	strains	strains	straindre___59922__1__1	v	contraindre
613	con	constrainz	strainz	strainz	straindre___59922__1__1	v	contraindre
614	con	constrainz	strainz	strainz	straindre___59922__1__1	v	contraigner
615	con	constrainz	strainz	strainz	straindre___59922__1__1	v	contrester
616	con	contante	tante	tante	tant___9562__1	adv	_
617	con	conteit	teit	teit	teit___47840__1	nc	comté
618	con	contemps	temps	temps	temps___99999__1	nc	contempt
619	con	contemps	temps	temps	temps___99999__1	nc	content
620	con	conten	ten	ten	tener___90345__1__1	v	_
621	con	contenans	tenans	tenans	tener___90345__1__1	v	contenir
622	con	contenez	tenez	tenez	tener___90345__1__1	v	_
623	con	contenist	tenist	tenist	tenir___60089__3__1	v	_
624	con	contenoie	tenoie	tenoie	tener___90345__1__1	v	contenir
625	con	contenoie	tenoie	tenoie	tener___90345__1__1	v	tenir
626	con	contenoient	tenoient	tenoient	tener___90345__1__1	v	contenir
627	con	contenoit	tenoit	tenoit	tener___90345__1__1	v	contenir
628	con	conterrer	terrer	terrer	terrer___60105__1__1	v	conterer
629	con	conterres	terres	terres	terrer___60105__1__1	v	conterer
630	con	contiegne	tiegne	tiegne	tenir___60089__3__1	v	contenir
631	con	contienent	tienent	tienent	tenir___60089__3__1	v	contenir
632	con	contienge	tienge	tienge	tenir___60089__3__1	v	tenir
633	con	contint	tint	tint	tinter___60140__1__1	v	_
634	con	contot	tot	tot	tot___49426__1	nc	_
635	con	contreit	treit	treit	treit___999999__1__1	v	contraire
636	con	contretant	tretant	tretant	treter___60337__1__1	v	contrester
637	con	controuvees	trouvees	trouvees	trover___60371__1__2	v	controuver
638	con	controuvez	trouvez	trouvez	trover___60371__1__4	v	controuver
639	con	contrubla	trubla	trubla	trubler___60372__1__1	v	_
640	con	contruvad	truvad	truvad	trover___60371__1__4	v	controuver
641	con	conuis	uis	uis	uis___99999__1	nc	convi
642	con	conusez	usez	usez	user___60422__1__1	v	connaître
643	con	conussez	ussez	ussez	usser___60423__1__1	v	connaître
644	con	conust	ust	ust	usser___60423__1__1	v	connaître
645	con	conust	ust	ust	usser___60423__1__1	v	connaotre
646	con	convaincre	vaincre	vaincre	vaincre___99999__1__1	v	convaincre
647	con	convaincu	vaincu	vaincu	vaincu___999999__1__1	v	convaincre
648	con	convaincus	vaincus	vaincus	vaincus___999999__1__1	v	convaincre
649	con	convendra	vendra	vendra	venir___60461__1__3	v	convenir
650	con	convendroit	vendroit	vendroit	venir___60461__1__3	v	_
651	con	convenent	venent	venent	venir___60461__1__3	v	_
652	con	convenist	venist	venist	venir___60461__1__3	v	convenir
653	con	convenra	venra	venra	venir___60461__1__3	v	_
654	con	convenroit	venroit	venroit	venir___60461__1__3	v	convenir
655	con	convenrra	venrra	venrra	venir___60461__1__3	v	convenir
656	con	convenu	venu	venu	venir___60461__1__3	v	convenir
657	con	convertiz	vertiz	vertiz	vertiz___999999__1__1	v	_
658	con	conviegne	viegne	viegne	venir___60461__1__3	v	convenir
659	con	convieigne	vieigne	vieigne	venir___60461__1__3	v	convenir
660	con	conviendra	viendra	viendra	venir___60461__1__3	v	convenir
661	con	convier	vier	vier	vier___52851__1	nc	convier
662	con	conviz	viz	viz	vivre___60546__1	v	_
663	con	convoye	voye	voye	veoir___60471__1__1	v	convoyer
664	contre	contrecueur	cueur	cueur	cueur___18427__1	nc	contrecoeur
665	contre	contredeïst	deïst	deïst	dire___751970__1__1	v	_
666	contre	contrediroient	diroient	diroient	dire___751970__1__1	v	contredire
667	contre	contrediroit	diroit	diroit	dire___751970__1__1	v	_
668	contre	contredirra	dirra	dirra	dire___751970__1__1	v	contredire
669	contre	contredisant	disant	disant	dire___751970__1__1	v	contredire
670	contre	contredisent	disent	disent	dire___751970__1__1	v	contredire
671	contre	contredist	dist	dist	dire___751970__1__1	v	contredire
672	contre	contrediz	diz	diz	dire___751970__1__1	v	contredire
673	contre	contreester	ester	ester	ester___99999__1__1	v	contrester
674	contre	contreestre	estre	estre	estre___999999__1__1	v	contrester
675	contre	contrefaict	faict	faict	faict___999999__1__1	v	contrefaire
676	contre	contrefaictz	faictz	faictz	faictz___999999__1__1	v	contrefaire
677	contre	contrefaiz	faiz	faiz	faire___754531__1__3	v	contrefaire
678	contre	contrefet	fet	fet	fere___754611__1__4	v	contrefaire
679	contre	contreies	ies	ies	estre___999999__1__1	v	contraire
680	contre	contreies	ies	ies	estre___999999__1__1	v	issir
681	contre	contreies	ies	ies	estre___999999__1__1	v	être
682	contre	contreies	ies	ies	estre___999999__1__1	v	contrarier
683	contre	contreies	ies	ies	estre___999999__1__1	v	contrire
684	contre	contremans	mans	mans	manser___756411__1__1	v	_
685	contre	contreminerent	minerent	minerent	miner___63320__1__1	v	_
686	contre	contremonlt	monlt	monlt	monlt___999__1	adj	_
687	contre	contrepoiser	poiser	poiser	poiser___57503__2__1	v	contrepeser
688	contre	contreroe	roe	roe	roer___59264__1__1	v	contraire
689	contre	contretant	tant	tant	taner___60041__1__1	v	contrester
690	contre	contretenoit	tenoit	tenoit	tener___90345__1__1	v	contretenir
691	contre	contretient	tient	tient	tenir___60089__3__1	v	_
692	contre	contretinrent	tinrent	tinrent	tenir___60089__3__1	v	contretenir
693	contre	contretint	tint	tint	tinter___60140__1__1	v	_
694	ci	ciree	ree	ree	ree___43179__1	nc	_
695	ci	citeit	teit	teit	teit___47840__1	nc	cité
696	ci	civacherez	vacherez	vacherez	vacherez___7552__1	adj	_
697	ci	civilles	villes	villes	viller___60529__1__1	v	_
698	cy	cyeins	eins	eins	ainz___8042__1	adv	céans
699	cy	cyens	ens	ens	enz___8583__1	adv	céans
700	cy	cyprés	prés	prés	pré___41549__1	nc	cyprès
701	cy	cyprez	prez	prez	preer___57655__1__1	v	_
702	de	deale	ale	ale	aler___747384__1__3	v	aller
703	de	deaus	aus	aus	aler___747384__1__3	v	_
704	de	debas	bas	bas	basser___748435__1__1	v	débattre
705	de	debatuz	batuz	batuz	batuz___999999__1__1	v	_
706	de	debatz	batz	batz	bat___13350__1	nc	débat
707	de	debent	bent	bent	bender___748501__1__1	v	devoir
708	de	debent	bent	bent	bender___748501__1__1	v	desver
709	de	debent	bent	bent	bender___748501__1__1	v	eber
710	de	debent	bent	bent	bender___748501__1__1	v	boire
711	de	debrisees	brisees	brisees	brisees___999999__1__1	v	débriser
712	de	decauperent	cauperent	cauperent	cauper___749114__1__1	v	découper
713	de	decauperoient	cauperoient	cauperoient	cauper___749114__1__1	v	découper
714	de	decendrai	cendrai	cendrai	cendrer___749141__1__1	v	décendrer
715	de	decendrai	cendrai	cendrai	cendrer___749141__1__1	v	descendre
716	de	decendrai	cendrai	cendrai	cendrer___749141__1__1	v	dessenir
717	de	decendrai	cendrai	cendrai	cendrer___749141__1__1	v	détendre
718	de	decendrai	cendrai	cendrai	cendrer___749141__1__1	v	détenir
719	de	decent	cent	cent	cener___749144__1__1	v	_
720	de	decet	cet	cet	ceder___749128__1__1	v	_
721	de	dechacer	chacer	chacer	chacer___749182__1__1	v	déchasser
722	de	decharpies	charpies	charpies	charpie___15578__1	nc	_
723	de	dechiet	chiet	chiet	chaloir___749203__2__1	v	déchoir
724	de	dechoit	choit	choit	choiier___749363__1__1	v	décevoir
725	de	dechoit	choit	choit	choiier___749363__1__1	v	déchoir
726	de	decire	cire	cire	cirer___749437__1__1	v	déchirer
727	de	decirent	cirent	cirent	cirer___749437__1__1	v	déchirer
728	de	decirent	cirent	cirent	cirer___749437__1__1	v	cirer
729	de	decirent	cirent	cirent	cirer___749437__1__1	v	décevoir
730	de	decirent	cirent	cirent	cirer___749437__1__1	v	decer
731	de	decirent	cirent	cirent	cirer___749437__1__1	v	détirer
732	de	decireras	cireras	cireras	cirer___749437__1__1	v	_
733	de	decius	cius	cius	ciu___1287__1	adj	_
734	de	declaira	claira	claira	clairer___749461__1__1	v	déclarer
735	de	declaire	claire	claire	clairer___749461__1__1	v	déclarer
736	de	declairez	clairez	clairez	clairer___749461__1__1	v	déclarer
737	de	declairoient	clairoient	clairoient	clairer___749461__1__1	v	déclarer
738	de	declarés	clarés	clarés	claré___16240__1	nc	_
739	de	declinees	clinees	clinees	clinee___16321__1	nc	_
740	de	declinet	clinet	clinet	clinet___999999__1__1	v	_
741	de	decoit	coit	coit	cuier___750499__1__1	v	décevoir
742	de	decolees	colees	colees	colee___16569__1	nc	_
743	de	decollat	collat	collat	collater___749631__1__1	v	_
744	de	deconfire	confire	confire	confire___749821__1__1	v	déconfire
745	de	deconnut	connut	connut	connuer___749867__1__1	v	déconnaître
746	de	decoupees	coupees	coupees	coupee___1631__1	adj	_
747	de	decouper	couper	couper	coupe-roser___750226__1__1	v	découper
748	de	decoupera	coupera	coupera	coupier___750231__1__1	v	découper
749	de	decouperent	couperent	couperent	coupe-roser___750226__1__1	v	découper
750	de	decoupez	coupez	coupez	coupe-roser___750226__1__1	v	découper
751	de	decourant	courant	courant	courer___80841__1__1	v	décourir
752	de	decourent	courent	courent	courer___80841__1__1	v	décourir
753	de	decouroient	couroient	couroient	courer___80841__1__1	v	décorer
754	de	decouroient	couroient	couroient	courer___80841__1__1	v	décourir
755	de	decouroit	couroit	couroit	courer___80841__1__1	v	courir
756	de	decouroit	couroit	couroit	courer___80841__1__1	v	décourir
757	de	decours	cours	cours	courer___80841__1__1	v	_
758	de	decreis	creis	creis	croire___750421__1__5	v	décroire
759	de	decreis	creis	creis	croire___750421__1__5	v	décroître
760	de	decreis	creis	creis	croire___750421__1__5	v	décrier
761	de	decreis	creis	creis	croire___750421__1__5	v	croire
762	de	decreis	creis	creis	croire___750421__1__5	v	décrire
763	de	decreist	creist	creist	croire___750421__1__5	v	décroître
764	de	decri	cri	cri	croire___750421__1__5	v	_
765	de	decria	cria	cria	crier___750392__1__1	v	décrier
766	de	dedant	dant	dant	danter___750605__1__1	v	_
767	de	dedïés	dïés	dïés	dire___751970__1__1	v	dédier
768	de	dedïés	dïés	dïés	dire___751970__1__1	v	dire
769	de	deduise	duise	duise	duis___20564__1	nc	_
770	de	dedure	dure	dure	durer___752088__1__1	v	déduire
771	de	dedure	dure	dure	durer___752088__1__1	v	duire
